cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,52,75,10,305,485,90
2,45,70,30,157,430,90
3,62,69,10,1138,1369,90
4,60,66,10,1248,1449,90
5,42,65,10,15,210,90
6,16,42,20,212,953,90
7,58,70,20,1059,1259,90
8,34,60,20,2035,3327,90
9,28,70,10,2092,3308,90
10,35,66,10,2311,3321,90
11,35,69,10,2428,3165,90
12,25,85,20,1772,2655,90
13,22,75,30,2136,2868,90
14,22,85,10,1586,2655,90
15,20,80,40,1860,2765,90
16,20,85,40,1514,2545,90
17,18,75,20,1898,2913,90
18,15,75,20,1299,2371,90
19,15,80,10,1461,2399,90
20,30,50,10,0,963,90
21,30,56,20,2064,3329,90
22,28,52,20,13,754,90
23,14,66,10,1318,2152,90
24,25,50,10,16,535,90
25,22,66,40,2177,3024,90
26,8,62,10,1038,2234,90
27,23,52,10,18,606,90
28,4,55,20,1013,2061,90
29,20,50,10,20,954,90
30,20,55,10,64,708,90
31,10,35,20,310,1424,90
32,10,40,30,337,1020,90
33,8,40,40,234,1306,90
34,8,45,20,954,1912,90
35,5,35,10,377,1546,90
36,5,45,10,819,1861,90
37,2,40,20,496,1622,90
38,0,40,30,637,1663,90
39,0,45,20,834,1656,90
40,36,18,10,1469,2350,90
41,35,32,10,2480,3225,90
42,33,32,20,2422,3100,90
43,33,35,10,2369,2968,90
44,32,20,10,1622,2386,90
45,30,30,10,1807,2591,90
46,34,25,30,1783,2419,90
47,30,35,10,2242,2905,90
48,36,40,10,2607,3300,90
49,48,20,10,814,1294,90
50,26,32,10,1842,2928,90
51,25,30,10,1883,2703,90
52,25,35,10,2070,2887,90
53,44,5,20,1079,1610,90
54,42,10,40,998,1497,90
55,42,15,10,900,1408,90
56,40,5,30,1083,1793,90
57,38,15,40,1426,2203,90
58,38,5,30,1133,1927,90
59,38,10,10,1394,2047,90
60,35,5,20,1180,2066,90
61,50,30,10,223,743,90
62,50,35,20,18,479,90
63,50,40,50,14,365,90
64,48,30,10,246,904,90
65,44,25,10,705,1207,90
66,47,35,10,393,948,90
67,47,40,10,0,429,90
68,42,30,10,643,1078,90
69,45,35,10,534,991,90
70,95,30,30,2119,2715,90
71,95,35,20,2192,2452,90
72,53,30,10,131,649,90
73,92,30,10,2169,2851,90
74,53,35,50,87,503,90
75,45,65,20,49,348,90
76,90,35,10,2109,2348,90
77,72,45,10,2704,3304,90
78,78,40,20,2602,3207,90
79,87,30,10,2506,2908,90
80,85,25,10,2372,2852,90
81,85,35,30,2564,3041,90
82,75,55,20,1894,2139,90
83,72,55,10,1752,2096,90
84,70,58,20,1619,1846,90
85,86,46,30,1974,2277,90
86,66,55,10,1710,1941,90
87,64,46,20,2977,3326,90
88,65,60,30,1482,1788,90
89,56,64,10,1276,1611,90
90,60,55,10,2792,3334,90
91,60,60,10,1442,1640,90
92,67,85,20,646,909,90
93,42,58,40,0,260,90
94,65,82,10,709,1036,90
95,62,80,30,853,1080,90
96,62,40,10,2716,3325,90
97,60,85,30,537,824,90
98,58,75,20,950,1180,90
99,55,80,10,381,602,90
100,55,85,20,477,694,90
