cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,45,68,10,850,1039,90
2,45,70,30,759,947,90
3,42,66,10,16,198,90
4,42,68,10,665,852,90
5,42,65,10,0,197,90
6,40,69,20,572,759,90
7,40,66,20,108,290,90
8,38,68,20,201,384,90
9,38,70,10,480,666,90
10,35,66,10,295,479,90
11,35,69,10,387,572,90
12,25,85,20,597,790,90
13,22,75,30,0,223,90
14,22,85,10,504,697,90
15,20,80,40,317,510,90
16,20,85,40,412,605,90
17,18,75,20,34,227,90
18,15,75,20,127,320,90
19,15,80,10,222,415,90
20,30,50,10,0,190,90
21,30,52,20,850,1032,90
22,28,52,20,758,940,90
23,28,55,10,665,847,90
24,25,50,10,15,195,90
25,25,52,40,107,287,90
26,25,55,10,572,754,90
27,23,52,10,199,379,90
28,23,55,20,480,662,90
29,20,50,10,293,474,90
30,20,55,10,387,569,90
31,10,35,20,130,319,90
32,10,40,30,0,220,90
33,8,40,40,33,222,90
34,8,45,20,694,887,90
35,5,35,10,224,414,90
36,5,45,10,601,794,90
37,2,40,20,321,512,90
38,0,40,30,411,604,90
39,0,45,20,506,699,90
40,35,30,10,203,389,90
41,35,32,10,111,297,90
42,33,32,20,19,205,90
43,33,35,10,0,202,90
44,32,30,10,296,482,90
45,30,30,10,481,668,90
46,30,32,30,390,576,90
47,30,35,10,947,1136,90
48,28,30,10,573,760,90
49,28,35,10,944,1133,90
50,26,32,10,758,946,90
51,25,30,10,666,853,90
52,25,35,10,851,1040,90
53,44,5,20,228,409,90
54,42,10,40,132,312,90
55,42,15,10,37,217,90
56,40,5,30,321,503,90
57,40,15,40,0,215,90
58,38,5,30,413,595,90
59,38,15,10,608,791,90
60,35,5,20,506,688,90
61,50,30,10,481,666,90
62,50,35,20,200,385,90
63,50,40,50,105,290,90
64,48,30,10,573,758,90
65,48,40,10,13,198,90
66,47,35,10,762,948,90
67,47,40,10,0,197,90
68,45,30,10,666,851,90
69,45,35,10,853,1040,90
70,95,30,30,332,525,90
71,95,35,20,237,430,90
72,53,30,10,388,573,90
73,92,30,10,425,618,90
74,53,35,50,293,478,90
75,45,65,20,943,1132,90
76,90,35,10,142,335,90
77,88,30,10,519,712,90
78,88,35,20,50,243,90
79,87,30,10,610,803,90
80,85,25,10,706,900,90
81,85,35,30,0,240,90
82,75,55,20,305,490,90
83,72,55,10,212,397,90
84,70,58,20,403,588,90
85,68,60,30,495,682,90
86,66,55,10,116,301,90
87,65,55,20,25,210,90
88,65,60,30,587,775,90
89,63,58,10,681,869,90
90,60,55,10,0,205,90
91,60,60,10,774,964,90
92,67,85,20,316,512,90
93,65,85,40,407,604,90
94,65,82,10,222,417,90
95,62,80,30,128,322,90
96,60,80,10,37,230,90
97,60,85,30,502,699,90
98,58,75,20,0,223,90
99,55,80,10,692,889,90
100,55,85,20,597,794,90
