cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,107,77,34,0,614,10
2,109,139,8,0,569,10
3,120,22,39,114,171,10
4,48,47,19,5,606,10
5,116,22,32,2,585,10
6,12,138,14,275,333,10
7,86,40,22,0,623,10
8,121,124,21,0,590,10
9,61,57,35,0,616,10
10,40,113,23,1,599,10
11,129,24,18,0,579,10
12,12,84,16,5,588,10
13,44,116,27,6,591,10
14,102,52,15,4,633,10
15,41,36,13,51,99,10
16,132,133,24,12,569,10
17,104,139,29,0,572,10
18,104,54,13,4,609,10
19,22,104,11,1,599,10
20,46,133,7,2,567,10
21,138,78,43,4,564,10
22,16,92,10,3,595,10
23,18,104,18,338,398,10
24,66,82,27,0,617,10
25,107,25,13,0,590,10
26,139,73,10,0,564,10
27,101,0,9,1,589,10
28,90,14,31,1,593,10
29,20,69,13,378,441,10
30,64,132,8,61,98,10
31,115,82,30,0,601,10
32,54,106,9,3,612,10
33,30,21,12,0,586,10
34,63,129,7,204,248,10
35,82,100,18,1,599,10
36,108,30,18,1,594,10
37,37,73,33,0,627,10
38,50,112,18,0,598,10
39,47,83,1,5,641,10
40,92,138,12,403,460,10
41,81,36,17,7,644,10
42,115,124,11,411,481,10
43,13,48,15,0,591,10
44,113,35,9,5,591,10
45,60,84,23,1,616,10
46,44,58,30,3,620,10
47,8,87,17,0,585,10
48,116,105,23,2,590,10
49,117,4,9,2,581,10
50,140,42,13,0,579,10
51,139,68,25,0,564,10
52,58,95,35,481,522,10
53,103,119,18,2,584,10
54,32,52,32,1,601,10
55,89,39,23,3,620,10
56,54,41,9,0,603,10
57,39,100,31,5,599,10
58,5,99,24,2,593,10
59,67,96,26,0,604,10
60,73,96,9,0,601,10
61,112,13,27,2,582,10
62,55,127,17,0,578,10
63,103,44,12,43,89,10
64,97,12,10,0,605,10
65,16,62,15,2,600,10
66,140,36,1,1,577,10
67,90,44,6,19,96,10
68,113,32,36,144,196,10
69,104,73,17,0,593,10
70,36,38,5,1,597,10
71,15,4,23,110,166,10
72,54,33,20,10,647,10
73,70,94,32,23,54,10
74,35,90,20,448,513,10
75,88,29,33,550,610,10
76,109,131,16,230,280,10
77,10,111,21,2,586,10
78,138,105,24,0,580,10
79,113,45,4,1,615,10
80,92,22,18,3,620,10
81,85,75,37,0,621,10
82,10,86,14,1,586,10
83,51,92,9,0,607,10
84,46,112,10,287,336,10
85,12,48,4,3,590,10
86,137,7,40,5,568,10
87,79,80,4,0,617,10
88,69,116,26,0,585,10
89,28,62,23,0,592,10
90,50,106,25,4,615,10
91,83,38,22,3,624,10
92,120,102,18,99,152,10
93,65,0,20,2,572,10
94,4,71,19,7,575,10
95,19,120,16,263,317,10
96,18,70,26,392,453,10
97,58,80,18,1,619,10
98,49,140,3,0,559,10
99,69,115,20,3,586,10
100,36,124,34,4,585,10
101,84,88,16,1,611,10
102,17,138,8,1,566,10
103,103,82,27,1,624,10
104,38,122,13,0,588,10
105,70,83,23,0,611,10
106,29,60,14,0,81,10
107,61,34,7,0,595,10
108,54,78,11,3,653,10
109,83,12,29,225,286,10
110,34,72,21,2,624,10
111,80,103,15,358,408,10
112,78,111,22,10,622,10
113,116,83,30,0,600,10
114,29,94,1,1,612,10
115,137,137,27,102,166,10
116,110,28,20,307,359,10
117,116,13,5,0,579,10
118,59,115,26,316,367,10
119,71,70,9,481,526,10
120,120,60,18,3,591,10
121,85,111,25,2,594,10
122,121,123,9,0,591,10
123,137,84,41,0,589,10
124,103,86,19,0,601,10
125,30,57,20,232,277,10
126,139,72,23,0,564,10
127,2,106,16,3,586,10
128,64,138,15,0,562,10
129,23,39,20,0,588,10
130,126,23,13,0,579,10
131,138,24,12,0,571,10
132,78,63,19,0,45,10
133,98,4,20,2,596,10
134,103,77,17,0,618,10
135,58,11,9,1,575,10
136,26,130,20,267,317,10
137,104,32,18,1,601,10
138,55,102,4,0,616,10
139,137,101,12,0,584,10
140,65,80,20,0,45,10
141,26,50,7,0,590,10
142,56,139,18,0,561,10
143,119,73,15,0,578,10
144,9,19,10,4,584,10
145,82,103,15,0,75,10
146,107,102,12,0,597,10
147,60,23,16,0,585,10
148,123,84,13,0,603,10
149,79,72,22,2,629,10
150,99,34,9,1,606,10
151,27,46,35,0,589,10
152,64,115,15,0,585,10
153,32,6,11,6,597,10
154,86,80,21,1,617,10
155,81,57,8,19,54,10
156,135,65,3,2,570,10
157,66,40,20,5,662,10
158,120,47,18,0,607,10
159,37,125,10,343,397,10
160,120,14,20,0,578,10
161,114,109,16,8,587,10
162,137,127,28,196,262,10
163,37,138,5,209,254,10
164,36,54,15,1,608,10
165,109,78,21,2,611,10
166,34,20,15,4,587,10
167,39,13,20,4,613,10
168,137,96,9,0,586,10
169,110,99,21,0,593,10
170,136,123,31,321,389,10
171,133,130,13,224,290,10
172,120,52,20,381,442,10
173,33,117,20,4,588,10
174,37,79,5,14,644,10
175,60,54,3,0,614,10
176,125,68,20,2,582,10
177,13,129,25,354,412,10
178,20,106,24,1,595,10
179,15,9,2,410,475,10
180,106,10,13,12,581,10
181,100,99,17,276,347,10
182,89,24,15,0,604,10
183,67,120,5,1,582,10
184,42,29,12,54,109,10
185,117,92,25,4,595,10
186,15,18,10,0,589,10
187,139,110,19,6,576,10
188,44,36,9,0,600,10
189,8,138,10,0,560,10
190,33,0,20,482,560,10
191,4,44,24,4,579,10
192,97,115,25,3,588,10
193,23,19,16,0,596,10
194,56,129,21,0,576,10
195,105,2,1,1,588,10
196,66,91,16,21,56,10
197,93,61,10,525,578,10
198,27,104,1,0,603,10
199,69,6,8,86,128,10
200,95,135,27,404,458,10
