cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,33,78,20,690,884,90
2,59,52,20,488,677,90
3,10,137,30,93,310,90
4,4,28,10,550,763,90
5,25,26,20,66,270,90
6,86,37,10,415,612,90
7,1,109,10,558,775,90
8,6,135,40,280,498,90
9,32,79,20,598,791,90
10,24,26,20,155,361,90
11,86,36,20,324,521,90
12,95,35,10,134,330,90
13,63,50,10,301,488,90
14,100,106,10,506,702,90
15,99,112,20,789,991,90
16,36,135,10,543,755,90
17,57,59,10,783,984,90
18,8,124,10,174,386,90
19,85,106,20,130,324,90
20,103,69,30,0,214,90
21,109,131,20,0,280,90
22,43,140,10,350,558,90
23,115,134,30,81,289,90
24,98,70,10,400,589,90
25,112,67,10,408,592,90
26,102,104,20,139,336,90
27,93,75,30,119,304,90
28,90,104,20,787,984,90
29,127,108,10,620,830,90
30,84,99,20,0,223,90
31,113,69,20,315,498,90
32,129,9,10,0,300,90
33,18,38,30,520,721,90
34,30,27,10,714,922,90
35,25,80,20,321,511,90
36,17,37,30,428,628,90
37,32,106,10,540,752,90
38,43,135,10,165,370,90
39,61,59,20,862,1055,90
40,104,106,20,322,520,90
41,109,71,20,40,222,90
42,121,110,30,807,1017,90
43,61,48,20,394,582,90
44,74,99,20,119,303,90
45,89,73,10,0,202,90
46,21,25,20,339,545,90
47,99,28,30,327,527,90
48,101,96,10,41,238,90
49,9,114,20,839,1060,90
50,121,112,20,160,368,90
51,137,6,10,555,774,90
52,118,131,20,729,945,90
53,34,82,10,874,1068,90
54,4,125,30,268,481,90
55,26,105,40,58,259,90
56,35,123,20,1020,1238,90
57,21,48,10,0,251,90
58,21,115,10,255,459,90
59,99,108,20,882,1085,90
60,1,34,20,0,285,90
61,94,70,20,493,683,90
62,74,93,20,0,207,90
63,32,128,20,1011,1229,90
64,94,73,10,676,866,90
65,135,3,20,185,403,90
66,97,28,20,50,249,90
67,59,56,20,674,866,90
68,80,97,10,398,583,90
69,134,31,20,448,661,90
70,103,34,30,518,719,90
71,30,79,20,506,699,90
72,4,30,40,641,855,90
73,87,39,20,0,228,90
74,90,101,10,880,1077,90
75,119,136,30,269,482,90
76,78,92,30,493,680,90
77,110,66,10,590,775,90
78,62,58,20,111,296,90
79,127,112,20,526,736,90
80,113,71,10,223,406,90
81,34,104,10,633,847,90
82,2,28,10,84,293,90
83,17,43,10,152,351,90
84,1,24,10,269,479,90
85,112,71,20,132,315,90
86,135,0,10,278,496,90
87,125,108,20,712,922,90
88,8,138,30,185,402,90
89,103,111,20,603,804,90
90,57,53,10,579,770,90
91,98,31,20,420,621,90
92,116,132,10,822,1039,90
93,28,99,10,0,251,90
94,137,3,20,462,681,90
95,29,28,10,805,1014,90
96,94,105,10,602,799,90
97,92,107,30,408,603,90
98,10,134,10,564,784,90
99,34,79,10,781,975,90
100,94,72,20,585,775,90
101,35,76,10,0,221,90
102,76,99,20,211,395,90
103,127,28,30,71,279,90
104,8,119,20,79,291,90
105,102,110,10,694,896,90
106,24,24,10,526,733,90
107,64,61,20,955,1149,90
108,22,38,20,886,1107,90
109,88,72,30,862,1054,90
110,107,63,30,685,870,90
111,33,131,30,918,1135,90
112,123,112,20,342,552,90
113,67,55,10,0,198,90
114,39,128,10,0,269,90
115,136,0,30,369,587,90
116,93,36,20,44,237,90
117,7,115,10,746,966,90
118,21,44,20,58,256,90
119,28,74,20,136,323,90
120,86,102,10,37,229,90
121,19,37,20,611,812,90
122,84,36,10,507,705,90
123,118,108,10,901,1113,90
124,132,24,10,259,469,90
125,6,25,10,456,667,90
126,28,78,10,415,606,90
127,2,132,10,465,685,90
128,22,22,10,432,639,90
129,88,35,20,231,427,90
130,94,104,10,693,890,90
131,74,96,30,26,210,90
132,0,117,30,461,676,90
133,99,96,10,0,235,90
134,119,114,20,66,273,90
135,28,107,20,151,353,90
136,133,12,10,747,968,90
137,35,102,10,817,1032,90
138,36,105,20,737,961,90
139,84,39,20,600,798,90
140,34,138,20,638,851,90
141,136,29,10,356,567,90
142,33,133,20,827,1043,90
143,16,39,20,246,446,90
144,32,77,20,39,226,90
