cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,45,68,10,760,1129,90
2,45,70,30,669,1037,90
3,42,66,10,16,378,90
4,42,68,10,575,942,90
5,42,65,10,0,377,90
6,40,69,20,482,849,90
7,40,66,20,18,380,90
8,38,68,20,111,474,90
9,38,70,10,390,756,90
10,35,66,10,205,569,90
11,35,69,10,297,662,90
12,25,85,20,507,880,90
13,22,75,30,0,403,90
14,22,85,10,414,787,90
15,20,80,40,227,600,90
16,20,85,40,322,695,90
17,18,75,20,33,406,90
18,15,75,20,37,410,90
19,15,80,10,132,505,90
20,30,50,10,0,370,90
21,30,52,20,760,1122,90
22,28,52,20,668,1030,90
23,28,55,10,575,937,90
24,25,50,10,15,375,90
25,25,52,40,17,377,90
26,25,55,10,482,844,90
27,23,52,10,109,469,90
28,23,55,20,390,752,90
29,20,50,10,203,564,90
30,20,55,10,297,659,90
31,10,35,20,40,409,90
32,10,40,30,0,400,90
33,8,40,40,33,402,90
34,8,45,20,604,977,90
35,5,35,10,134,504,90
36,5,45,10,511,884,90
37,2,40,20,231,602,90
38,0,40,30,321,694,90
39,0,45,20,416,789,90
40,35,30,10,113,479,90
41,35,32,10,21,387,90
42,33,32,20,19,385,90
43,33,35,10,0,382,90
44,32,30,10,206,572,90
45,30,30,10,391,757,90
46,30,32,30,299,665,90
47,30,35,10,767,1136,90
48,28,30,10,484,850,90
49,28,35,10,766,1135,90
50,26,32,10,668,1036,90
51,25,30,10,576,943,90
52,25,35,10,761,1130,90
53,44,5,20,138,499,90
54,42,10,40,42,402,90
55,42,15,10,35,395,90
56,40,5,30,231,593,90
57,40,15,40,0,395,90
58,38,5,30,323,685,90
59,38,15,10,518,881,90
60,35,5,20,416,778,90
61,50,30,10,391,756,90
62,50,35,20,110,475,90
63,50,40,50,15,380,90
64,48,30,10,483,848,90
65,48,40,10,12,377,90
66,47,35,10,672,1038,90
67,47,40,10,0,377,90
68,45,30,10,576,941,90
69,45,35,10,763,1130,90
70,95,30,30,242,615,90
71,95,35,20,147,520,90
72,53,30,10,298,663,90
73,92,30,10,335,708,90
74,53,35,50,203,568,90
75,45,65,20,770,1139,90
76,90,35,10,52,425,90
77,88,30,10,429,802,90
78,88,35,20,50,423,90
79,87,30,10,520,893,90
80,85,25,10,616,990,90
81,85,35,30,0,420,90
82,75,55,20,215,580,90
83,72,55,10,122,487,90
84,70,58,20,313,678,90
85,68,60,30,405,772,90
86,66,55,10,26,391,90
87,65,55,20,25,390,90
88,65,60,30,497,865,90
89,63,58,10,591,959,90
90,60,55,10,0,385,90
91,60,60,10,684,1054,90
92,67,85,20,226,602,90
93,65,85,40,317,694,90
94,65,82,10,132,507,90
95,62,80,30,38,412,90
96,60,80,10,37,410,90
97,60,85,30,412,789,90
98,58,75,20,0,403,90
99,55,80,10,602,979,90
100,55,85,20,507,884,90
