cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,25,85,20,7,206,10
2,22,75,30,0,221,10
3,22,85,10,0,205,10
4,20,80,40,141,188,10
5,20,85,20,0,204,10
6,18,75,20,0,218,10
7,15,75,20,4,216,10
8,15,80,10,92,138,10
9,10,35,20,92,128,10
10,10,40,30,2,212,10
11,8,40,40,59,94,10
12,8,45,20,4,205,10
13,5,35,10,144,183,10
14,5,45,10,0,199,10
15,2,40,20,58,93,10
16,0,40,20,0,196,10
17,0,45,20,0,197,10
18,44,5,20,0,187,10
19,42,10,40,0,189,10
20,42,15,10,0,194,10
21,40,5,10,0,188,10
22,40,15,40,0,195,10
23,38,5,30,67,98,10
24,38,15,10,2,200,10
25,35,5,20,151,187,10
26,95,30,30,0,191,10
27,95,35,20,0,192,10
28,92,30,10,0,194,10
29,90,35,10,0,197,10
30,88,30,10,0,198,10
31,88,35,20,0,199,10
32,87,30,10,1,198,10
33,85,25,10,6,197,10
34,85,35,30,0,202,10
35,67,85,20,1,203,10
36,65,85,40,0,204,10
37,65,82,10,1,206,10
38,62,80,30,78,120,10
39,60,80,10,0,211,10
40,60,85,30,0,207,10
41,58,75,20,1,219,10
42,55,80,10,0,208,10
43,55,85,20,0,203,10
44,55,82,10,64,106,10
45,20,82,10,0,207,10
46,18,80,10,0,209,10
47,2,45,10,0,196,10
48,42,5,10,0,187,10
49,42,12,10,0,191,10
50,72,35,30,6,206,10
51,55,20,19,1,223,10
52,25,30,3,2,220,10
53,20,50,5,86,125,10
54,55,60,16,3,234,10
55,30,60,16,146,198,10
56,50,35,19,0,216,10
57,30,25,23,0,215,10
58,15,10,20,155,206,10
59,10,20,19,1,197,10
60,15,60,17,1,211,10
61,45,65,9,0,219,10
62,65,35,3,53,91,10
63,65,20,6,1,206,10
64,45,30,17,5,242,10
65,35,40,16,1,222,10
66,41,37,16,2,252,10
67,64,42,9,70,110,10
68,40,60,21,4,248,10
69,31,52,27,31,73,10
70,35,69,23,3,218,10
71,65,55,14,2,222,10
72,63,65,8,1,222,10
73,2,60,5,2,204,10
74,20,20,8,141,181,10
75,5,5,16,0,192,10
76,60,12,31,79,127,10
77,23,3,7,154,208,10
78,8,56,27,2,208,10
79,6,68,30,92,136,10
80,47,47,13,0,225,10
81,49,58,10,2,243,10
82,27,43,9,2,232,10
83,37,31,14,0,244,10
84,57,29,18,98,151,10
85,63,23,2,0,209,10
86,21,24,28,0,208,10
87,12,24,13,91,129,10
88,24,58,19,0,219,10
89,67,5,25,1,195,10
90,37,47,6,0,227,10
91,49,42,13,1,221,10
92,53,43,14,0,50,10
93,61,52,3,2,224,10
94,57,48,23,3,226,10
95,56,37,6,1,216,10
96,55,54,26,0,237,10
97,4,18,35,11,200,10
98,26,52,9,0,217,10
99,26,35,15,70,115,10
100,31,67,3,179,234,10
