cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,45,68,10,0,1135,90
2,45,70,30,1,1133,90
3,42,66,10,0,1131,90
4,42,68,10,727,789,90
5,42,65,10,0,1132,90
6,40,69,20,0,1133,90
7,40,66,20,0,1132,90
8,38,68,20,256,328,90
9,38,70,10,534,610,90
10,35,66,10,7,1149,90
11,35,69,10,447,509,90
12,25,85,20,0,1120,90
13,22,75,30,0,105,90
14,22,85,10,0,1119,90
15,20,80,40,384,442,90
16,20,85,40,0,1118,90
17,18,75,20,0,1125,90
18,15,75,20,0,1123,90
19,15,80,10,0,1119,90
20,30,50,10,0,1136,90
21,30,52,20,0,1137,90
22,28,52,20,0,1135,90
23,28,55,10,732,779,90
24,25,50,10,0,1131,90
25,25,52,40,169,224,90
26,25,55,10,0,1132,90
27,23,52,10,0,1128,90
28,23,55,20,0,1130,90
29,20,50,10,1,1128,90
30,20,55,10,0,1127,90
31,10,35,20,1,1122,90
32,10,40,30,0,1123,90
33,8,40,40,0,1121,90
34,8,45,20,0,1126,90
35,5,35,10,0,1117,90
36,5,45,10,0,1123,90
37,2,40,20,2,1119,90
38,0,40,30,479,535,90
39,0,45,20,0,1118,90
40,35,30,10,0,1131,90
41,35,32,10,0,1133,90
42,33,32,20,0,1132,90
43,33,35,10,0,1135,90
44,32,30,10,359,418,90
45,30,30,10,0,1130,90
46,30,32,30,1,1132,90
47,30,35,10,0,1136,90
48,28,30,10,0,1129,90
49,28,35,10,0,1135,90
50,26,32,10,0,1131,90
51,25,30,10,0,1128,90
52,25,35,10,0,1133,90
53,44,5,20,287,349,90
54,42,10,40,0,1105,90
55,42,15,10,95,158,90
56,40,5,30,0,1103,90
57,40,15,40,0,1111,90
58,38,5,30,471,536,90
59,38,15,10,2,1115,90
60,35,5,20,0,1102,90
61,50,30,10,0,1130,90
62,50,35,20,261,324,90
63,50,40,50,11,1158,90
64,48,30,10,0,1131,90
65,48,40,10,0,1138,90
66,47,35,10,1,1138,90
67,47,40,10,0,82,90
68,45,30,10,0,1132,90
69,45,35,10,916,978,90
70,95,30,30,0,1100,90
71,95,35,20,0,1101,90
72,53,30,10,0,1129,90
73,92,30,10,0,1103,90
74,53,35,50,353,419,90
75,45,65,20,0,1138,90
76,90,35,10,203,273,90
77,88,30,10,574,656,90
78,88,35,20,0,1108,90
79,87,30,10,668,744,90
80,85,25,10,1,1109,90
81,85,35,30,0,1111,90
82,75,55,20,0,1115,90
83,72,55,10,0,1118,90
84,70,58,20,460,530,90
85,68,60,30,1,1124,90
86,66,55,10,0,1124,90
87,65,55,20,85,149,90
88,65,60,30,0,1127,90
89,63,58,10,1,1130,90
90,60,55,10,0,1130,90
91,60,60,10,1,1134,90
92,67,85,20,369,458,90
93,65,85,40,0,1119,90
94,65,82,10,1,1121,90
95,62,80,30,0,1122,90
96,60,80,10,1,1123,90
97,60,85,30,0,1122,90
98,58,75,20,0,1128,90
99,55,80,10,743,837,90
100,55,85,20,647,743,90
