cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,33,78,20,672,901,90
2,59,52,20,477,688,90
3,10,137,30,110,293,90
4,4,28,10,443,870,90
5,25,26,20,83,252,90
6,86,37,10,475,552,90
7,1,109,10,582,751,90
8,6,135,40,297,481,90
9,32,79,20,660,729,90
10,24,26,20,127,389,90
11,86,36,20,299,545,90
12,95,35,10,115,349,90
13,63,50,10,305,483,90
14,100,106,10,594,615,90
15,99,112,20,855,925,90
16,36,135,10,485,814,90
17,57,59,10,806,961,90
18,8,124,10,200,360,90
19,85,106,20,165,288,90
20,103,69,30,0,292,90
21,109,131,20,0,135,90
22,43,140,10,333,575,90
23,115,134,30,150,220,90
24,98,70,10,409,580,90
25,112,67,10,444,556,90
26,102,104,20,56,419,90
27,93,75,30,39,384,90
28,90,104,20,810,962,90
29,127,108,10,625,824,90
30,84,99,20,0,137,90
31,113,69,20,297,517,90
32,129,9,10,0,259,90
33,18,38,30,530,710,90
34,30,27,10,692,944,90
35,25,80,20,339,494,90
36,17,37,30,475,582,90
37,32,106,10,520,773,90
38,43,135,10,177,358,90
39,61,59,20,877,1040,90
40,104,106,20,326,517,90
41,109,71,20,84,178,90
42,121,110,30,839,986,90
43,61,48,20,299,676,90
44,74,99,20,47,375,90
45,89,73,10,0,124,90
46,21,25,20,368,516,90
47,99,28,30,327,528,90
48,101,96,10,56,223,90
49,9,114,20,889,1010,90
50,121,112,20,210,317,90
51,137,6,10,631,698,90
52,118,131,20,720,954,90
53,34,82,10,880,1063,90
54,4,125,30,348,402,90
55,26,105,40,119,199,90
56,35,123,20,1058,1238,90
57,21,48,10,0,292,90
58,21,115,10,215,499,90
59,99,108,20,904,1064,90
60,1,34,20,0,347,90
61,94,70,20,531,644,90
62,74,93,20,0,207,90
63,32,128,20,1020,1219,90
64,94,73,10,701,840,90
65,135,3,20,260,328,90
66,97,28,20,89,211,90
67,59,56,20,714,825,90
68,80,97,10,439,542,90
69,134,31,20,520,590,90
70,103,34,30,558,680,90
71,30,79,20,516,689,90
72,4,30,40,619,876,90
73,87,39,20,0,344,90
74,90,101,10,941,1017,90
75,119,136,30,317,433,90
76,78,92,30,447,727,90
77,110,66,10,561,803,90
78,62,58,20,106,302,90
79,127,112,20,510,752,90
80,113,71,10,169,461,90
81,34,104,10,707,772,90
82,2,28,10,79,328,90
83,17,43,10,232,270,90
84,1,24,10,303,446,90
85,112,71,20,102,346,90
86,135,0,10,339,435,90
87,125,108,20,741,892,90
88,8,138,30,191,397,90
89,103,111,20,600,807,90
90,57,53,10,597,753,90
91,98,31,20,486,555,90
92,116,132,10,829,1031,90
93,28,99,10,0,246,90
94,137,3,20,382,761,90
95,29,28,10,864,954,90
96,94,105,10,673,729,90
97,92,107,30,433,578,90
98,10,134,10,523,826,90
99,34,79,10,811,945,90
100,94,72,20,671,688,90
101,35,76,10,0,281,90
102,76,99,20,135,472,90
103,127,28,30,86,264,90
104,8,119,20,100,270,90
105,102,110,10,712,879,90
106,24,24,10,498,760,90
107,64,61,20,1037,1067,90
108,22,38,20,911,1083,90
109,88,72,30,927,989,90
110,107,63,30,735,820,90
111,33,131,30,987,1065,90
112,123,112,20,293,601,90
113,67,55,10,0,206,90
114,39,128,10,0,391,90
115,136,0,30,429,526,90
116,93,36,20,43,303,90
117,7,115,10,763,950,90
118,21,44,20,104,210,90
119,28,74,20,59,400,90
120,86,102,10,36,265,90
121,19,37,20,613,811,90
122,84,36,10,502,710,90
123,118,108,10,950,1064,90
124,132,24,10,324,403,90
125,6,25,10,449,674,90
126,28,78,10,458,564,90
127,2,132,10,472,677,90
128,22,22,10,450,620,90
129,88,35,20,213,445,90
130,94,104,10,729,855,90
131,74,96,30,26,288,90
132,0,117,30,399,738,90
133,99,96,10,0,326,90
134,119,114,20,126,214,90
135,28,107,20,171,334,90
136,133,12,10,711,1003,90
137,35,102,10,848,1001,90
138,36,105,20,766,933,90
139,84,39,20,622,775,90
140,34,138,20,662,827,90
141,136,29,10,349,575,90
142,33,133,20,799,1071,90
143,16,39,20,286,406,90
144,32,77,20,90,174,90
145,122,131,20,529,776,90
146,77,100,20,302,489,90
147,96,26,10,152,332,90
148,127,29,20,0,264,90
149,91,95,20,1021,1130,90
150,42,136,10,222,497,90
151,36,132,10,504,613,90
152,103,106,30,258,403,90
153,107,105,10,404,626,90
154,96,74,10,381,416,90
155,63,57,10,15,418,90
156,122,113,20,168,541,90
157,14,131,10,622,919,90
158,30,31,20,962,1043,90
159,40,132,20,68,310,90
160,99,26,40,285,386,90
161,10,118,10,0,213,90
162,102,60,30,789,961,90
163,120,136,10,329,604,90
164,97,29,30,0,365,90
165,19,39,10,689,943,90
166,27,77,10,226,417,90
167,30,24,20,601,848,90
168,126,112,10,403,677,90
169,105,110,20,558,666,90
170,118,114,10,0,114,90
171,135,6,30,93,371,90
172,111,66,20,572,611,90
173,95,77,10,221,389,90
174,139,10,30,714,806,90
175,61,54,10,228,369,90
176,16,38,20,307,567,90
177,16,138,10,0,178,90
178,91,78,10,67,168,90
179,91,71,20,770,960,90
180,0,27,30,199,362,90
181,6,113,20,690,839,90
182,119,139,20,200,367,90
