cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,25,85,20,431,945,10
2,22,75,30,0,523,10
3,22,85,10,292,805,10
4,20,80,40,674,767,10
5,20,85,20,40,534,10
6,18,75,20,393,533,10
7,15,75,20,124,631,10
8,15,80,10,399,490,10
9,10,35,20,401,488,10
10,10,40,30,540,662,10
11,8,40,40,221,293,10
12,8,45,20,43,533,10
13,5,35,10,691,809,10
14,5,45,10,35,376,10
15,2,40,20,204,272,10
16,0,40,20,204,433,10
17,0,45,20,701,896,10
18,44,5,20,306,495,10
19,42,10,40,201,438,10
20,42,15,10,494,751,10
21,40,5,10,45,537,10
22,40,15,40,384,538,10
23,38,5,30,233,303,10
24,38,15,10,609,924,10
25,35,5,20,821,943,10
26,95,30,30,349,876,10
27,95,35,20,140,296,10
28,92,30,10,81,360,10
29,90,35,10,132,398,10
30,88,30,10,252,382,10
31,88,35,20,50,553,10
32,87,30,10,563,846,10
33,85,25,10,49,226,10
34,85,35,30,307,832,10
35,67,85,20,655,863,10
36,65,85,40,45,208,10
37,65,82,10,378,943,10
38,62,80,30,309,419,10
39,60,80,10,46,220,10
40,60,85,30,341,487,10
41,58,75,20,379,547,10
42,55,80,10,37,185,10
43,55,85,20,541,821,10
44,55,82,10,254,354,10
45,20,82,10,38,191,10
46,18,80,10,432,698,10
47,2,45,10,39,332,10
48,42,5,10,424,966,10
49,42,12,10,465,590,10
50,72,35,30,327,852,10
51,55,20,19,274,543,10
52,25,30,3,27,531,10
53,20,50,5,407,534,10
54,55,60,16,561,861,10
55,30,60,16,632,763,10
56,50,35,19,561,718,10
57,30,25,23,329,593,10
58,15,10,20,846,970,10
59,10,20,19,43,552,10
60,15,60,17,631,962,10
61,45,65,9,222,461,10
62,65,35,3,197,283,10
63,65,20,6,46,347,10
64,45,30,17,188,317,10
65,35,40,16,0,144,10
66,41,37,16,572,724,10
67,64,42,9,298,396,10
68,40,60,21,613,804,10
69,31,52,27,177,249,10
70,35,69,23,787,971,10
71,65,55,14,192,436,10
72,63,65,8,28,531,10
73,2,60,5,242,474,10
74,20,20,8,679,792,10
75,5,5,16,61,571,10
76,60,12,31,301,393,10
77,23,3,7,795,918,10
78,8,56,27,367,503,10
79,6,68,30,385,468,10
80,47,47,13,818,1046,10
81,49,58,10,338,557,10
82,27,43,9,17,499,10
83,37,31,14,20,505,10
84,57,29,18,430,529,10
85,63,23,2,166,681,10
86,21,24,28,310,530,10
87,12,24,13,390,477,10
88,24,58,19,270,395,10
89,67,5,25,626,959,10
90,37,47,6,317,593,10
91,49,42,13,463,1039,10
92,53,43,14,0,80,10
93,61,52,3,790,1024,10
94,57,48,23,217,723,10
95,56,37,6,22,508,10
96,55,54,26,382,956,10
97,4,18,35,516,732,10
98,26,52,9,15,565,10
99,26,35,15,338,425,10
100,31,67,3,871,973,10
