cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,10,86,14,1645,1872,10
2,16,62,15,1585,1796,10
3,84,36,10,407,559,10
4,79,72,22,0,131,10
5,16,39,20,324,468,10
6,61,54,10,162,289,10
7,96,26,10,233,399,10
8,16,92,10,1436,1661,10
9,85,106,20,180,313,10
10,6,25,10,527,705,10
11,37,125,10,1377,1587,10
12,87,108,20,232,365,10
13,18,104,18,1358,1571,10
14,61,48,20,271,401,10
15,97,29,30,138,273,10
16,112,67,10,330,480,10
17,50,106,25,1287,1498,10
18,99,28,30,329,499,10
19,15,9,2,1641,1875,10
20,19,37,20,505,682,10
21,90,101,10,621,790,10
22,125,68,20,774,958,10
23,127,108,10,539,734,10
24,90,44,6,215,372,10
25,4,23,10,471,655,10
26,17,37,30,413,590,10
27,113,32,36,577,762,10
28,63,57,10,59,186,10
29,94,104,10,513,676,10
30,58,95,35,1944,2169,10
31,137,96,9,212,376,10
32,127,112,20,483,678,10
33,103,119,18,1339,1562,10
34,20,69,13,1521,1722,10
35,2,28,10,316,465,10
36,88,29,33,2266,2514,10
37,86,102,10,124,255,10
38,126,112,10,443,634,10
39,61,34,7,1893,2126,10
40,113,69,20,281,431,10
41,109,78,21,958,1148,10
42,21,48,10,163,297,10
43,86,36,20,326,465,10
44,97,12,10,825,1045,10
45,121,112,20,296,471,10
46,19,39,10,559,744,10
47,66,40,20,48,185,10
48,87,39,20,59,213,10
49,63,50,10,220,349,10
50,121,123,9,1033,1250,10
51,116,22,32,553,740,10
52,137,101,12,683,889,10
53,137,137,27,409,584,10
54,70,94,32,38,162,10
55,117,92,25,1136,1338,10
56,122,113,20,346,515,10
57,109,71,20,138,271,10
58,35,102,10,689,872,10
59,91,108,10,287,421,10
60,8,87,17,1605,1835,10
61,140,42,13,411,587,10
62,16,38,20,375,544,10
63,44,36,9,188,324,10
64,60,84,23,1927,2157,10
65,109,139,8,452,639,10
66,80,103,15,1500,1788,10
67,66,82,27,2005,2237,10
68,99,26,40,281,451,10
69,34,108,10,487,664,10
70,135,65,3,1367,1629,10
71,36,124,34,935,1121,10
72,102,60,30,542,744,10
73,30,21,12,1302,1515,10
74,139,110,19,767,979,10
75,10,111,21,1972,2203,10
76,18,70,26,1564,1775,10
77,4,28,10,576,761,10
78,57,53,10,377,541,10
79,54,41,9,1130,1337,10
80,107,25,13,1096,1334,10
81,110,99,21,1215,1421,10
82,84,88,16,1428,1728,10
83,101,0,9,1992,2233,10
84,28,99,10,92,284,10
85,119,114,20,254,404,10
86,118,108,10,700,903,10
87,50,112,18,934,1120,10
88,44,116,27,218,362,10
89,82,100,18,420,583,10
90,83,12,29,926,1141,10
91,126,23,13,1058,1291,10
92,85,75,37,39,169,10
93,39,13,20,1507,1733,10
94,120,136,10,458,648,10
95,105,2,1,900,1120,10
96,36,54,15,1496,1689,10
97,35,90,20,1788,2008,10
98,111,66,20,376,527,10
99,119,136,30,416,604,10
100,84,99,20,59,199,10
101,137,127,28,783,997,10
102,95,35,10,198,336,10
103,69,6,8,326,471,10
104,1,24,10,426,585,10
105,31,112,20,427,602,10
106,138,78,43,813,993,10
107,100,99,17,1196,1406,10
108,123,112,20,387,562,10
109,119,130,20,612,812,10
110,92,22,18,772,974,10
111,137,7,40,625,825,10
112,121,124,21,602,798,10
113,34,104,10,589,769,10
114,121,110,30,646,850,10
115,56,139,18,1239,1448,10
116,106,10,13,1195,1435,10
117,125,108,20,587,782,10
118,21,115,10,356,517,10
119,110,66,10,435,620,10
120,36,38,5,1758,1983,10
121,56,129,21,1146,1355,10
122,4,30,40,624,809,10
123,8,138,10,1172,1373,10
124,88,35,20,266,430,10
125,116,132,10,707,909,10
126,113,45,4,1209,1458,10
127,28,107,20,262,404,10
128,115,134,30,298,465,10
129,116,83,30,727,897,10
130,57,59,10,487,653,10
131,89,39,23,85,217,10
132,59,52,20,339,491,10
133,112,71,20,189,323,10
134,35,99,20,741,924,10
135,23,39,20,1407,1600,10
136,84,39,20,472,639,10
137,19,120,16,1051,1245,10
138,20,39,10,597,788,10
139,90,104,20,572,738,10
140,66,91,16,4,150,10
141,4,44,24,1670,1883,10
142,78,63,19,0,135,10
143,92,107,30,333,494,10
144,37,138,5,840,1024,10
145,120,14,20,1041,1267,10
146,33,0,20,1936,2171,10
147,113,71,10,248,383,10
148,112,13,27,2106,2348,10
149,41,36,13,206,339,10
150,64,61,20,597,802,10
151,121,134,20,507,698,10
152,103,44,12,112,252,10
153,67,55,10,0,138,10
154,86,80,21,1499,1803,10
155,64,132,8,240,390,10
156,93,36,20,150,282,10
157,115,124,11,1648,1874,10
158,103,82,27,1317,1592,10
159,18,38,30,459,635,10
160,122,131,20,560,759,10
161,107,63,30,478,679,10
162,48,47,19,72,197,10
163,62,58,20,90,231,10
164,0,27,30,365,534,10
165,118,114,10,200,360,10
166,91,95,20,686,856,10
167,113,35,9,207,351,10
168,119,139,20,363,549,10
169,104,54,13,216,366,10
170,15,4,23,404,561,10
171,59,56,20,433,597,10
172,21,44,20,211,353,10
173,100,106,10,414,566,10
174,47,83,1,1273,1491,10
175,34,72,21,2211,2444,10
176,32,106,10,537,716,10
177,109,131,20,236,396,10
178,89,24,15,1212,1453,10
179,97,28,20,180,317,10
180,86,37,10,358,509,10
181,1,34,20,255,399,10
182,103,69,30,58,202,10
183,98,31,20,382,553,10
184,103,34,30,449,629,10
185,13,48,15,1685,1906,10
186,22,38,20,646,838,10
187,61,59,20,543,748,10
188,94,105,10,470,632,10
189,118,131,20,658,859,10
190,108,30,18,386,558,10
191,36,105,20,637,819,10
192,133,130,13,891,1106,10
193,15,18,10,1604,1834,10
194,103,86,19,1035,1232,10
195,107,77,34,92,224,10
196,99,34,9,303,475,10
197,17,43,10,267,410,10
198,140,36,1,712,901,10
199,26,105,40,210,351,10
200,60,23,16,215,347,10
