cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,41,49,10,0,206,10
2,35,17,7,3,222,10
3,55,45,13,1,216,10
4,55,20,19,151,181,10
5,15,30,26,0,214,10
6,25,30,3,0,212,10
7,20,50,5,3,231,10
8,10,43,9,98,122,10
9,55,60,16,92,122,10
10,30,60,16,3,221,10
11,20,65,12,69,88,10
12,50,35,19,2,227,10
13,30,25,23,162,193,10
14,15,10,20,3,199,10
15,30,5,8,62,83,10
16,10,20,19,1,211,10
17,5,30,2,0,201,10
18,20,40,12,0,209,10
19,15,60,17,4,216,10
20,45,65,9,2,195,10
21,45,20,11,0,226,10
22,45,10,18,1,215,10
23,55,5,29,69,91,10
24,65,35,3,1,196,10
25,65,20,6,172,204,10
26,45,30,17,0,233,10
27,35,40,16,3,246,10
28,41,37,16,0,215,10
29,64,42,9,0,197,10
30,40,60,21,2,198,10
31,31,52,27,0,230,10
32,35,69,23,1,209,10
33,53,52,11,1,212,10
34,65,55,14,2,198,10
35,63,65,8,3,197,10
36,2,60,5,2,199,10
37,20,20,8,1,225,10
38,5,5,16,87,112,10
39,60,12,31,4,203,10
40,40,25,9,2,225,10
41,42,7,5,3,211,10
42,24,12,5,0,203,10
43,23,3,7,0,195,10
44,11,14,18,71,94,10
45,6,38,16,0,203,10
46,2,48,1,3,197,10
47,8,56,27,1,203,10
48,13,52,36,1,202,10
49,6,68,30,3,200,10
50,47,47,13,1,233,10
51,49,58,10,5,221,10
52,27,43,9,0,213,10
53,37,31,14,90,119,10
54,57,29,18,4,224,10
55,63,23,2,138,166,10
56,53,12,6,0,202,10
57,32,12,7,2,212,10
58,36,26,18,203,239,10
59,21,24,28,0,208,10
60,17,34,3,1,217,10
61,12,24,13,1,217,10
62,24,58,19,57,76,10
63,27,69,10,5,205,10
64,15,77,9,4,188,10
65,62,77,20,0,190,10
66,49,73,25,3,189,10
67,67,5,25,83,106,10
68,56,39,36,0,202,10
69,37,47,6,47,64,10
70,37,56,5,0,200,10
71,57,68,15,3,203,10
72,47,16,25,0,206,10
73,44,17,9,1,223,10
74,46,13,8,149,182,10
75,49,11,18,1,203,10
76,49,42,13,63,91,10
77,53,43,14,180,209,10
78,61,52,3,2,201,10
79,57,48,23,89,113,10
80,56,37,6,0,202,10
81,55,54,26,0,208,10
82,15,47,16,3,204,10
83,14,37,11,0,212,10
84,11,31,7,99,122,10
85,16,22,41,1,220,10
86,4,18,35,0,204,10
87,28,18,26,91,117,10
88,26,52,9,0,206,10
89,26,35,15,0,228,10
90,31,67,3,1,209,10
91,15,19,1,0,219,10
92,22,22,2,0,36,10
93,18,24,22,0,205,10
94,26,27,27,0,212,10
95,25,24,20,0,230,10
96,22,27,11,0,209,10
97,25,21,12,0,227,10
98,19,21,10,0,207,10
99,20,26,9,84,100,10
100,18,18,17,185,221,10
