cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,107,77,34,0,131,10
2,109,139,8,14,191,10
3,120,22,39,102,188,10
4,48,47,19,0,120,10
5,116,22,32,119,215,10
6,12,138,14,277,345,10
7,86,40,22,34,66,10
8,121,124,21,152,223,10
9,61,57,35,373,454,10
10,40,113,23,468,551,10
11,129,24,18,309,429,10
12,12,84,16,180,283,10
13,44,116,27,25,160,10
14,102,52,15,148,239,10
15,41,36,13,44,132,10
16,132,133,24,115,231,10
17,104,139,29,328,425,10
18,104,54,13,3,107,10
19,22,104,11,216,321,10
20,46,133,7,67,122,10
21,138,78,43,176,286,10
22,16,92,10,347,448,10
23,18,104,18,325,403,10
24,66,82,27,498,607,10
25,107,25,13,249,369,10
26,139,73,10,71,158,10
27,101,0,9,489,601,10
28,90,14,31,461,534,10
29,20,69,13,356,494,10
30,64,132,8,0,127,10
31,115,82,30,252,332,10
32,54,106,9,281,368,10
33,30,21,12,304,407,10
34,63,129,7,206,259,10
35,82,100,18,79,154,10
36,108,30,18,83,161,10
37,37,73,33,330,432,10
38,50,112,18,214,304,10
39,47,83,1,308,414,10
40,92,138,12,382,518,10
41,81,36,17,45,125,10
42,115,124,11,406,510,10
43,13,48,15,396,518,10
44,113,35,9,60,162,10
45,60,84,23,451,619,10
46,44,58,30,0,103,10
47,8,87,17,390,488,10
48,116,105,23,133,200,10
49,117,4,9,415,507,10
50,140,42,13,83,177,10
51,139,68,25,75,163,10
52,58,95,35,462,583,10
53,103,119,18,317,407,10
54,32,52,32,137,204,10
55,89,39,23,36,81,10
56,54,41,9,270,365,10
57,39,100,31,0,139,10
58,5,99,24,323,387,10
59,67,96,26,491,561,10
60,73,96,9,139,227,10
61,112,13,27,484,605,10
62,55,127,17,254,315,10
63,103,44,12,0,89,10
64,97,12,10,186,285,10
65,16,62,15,357,511,10
66,140,36,1,162,245,10
67,90,44,6,24,115,10
68,113,32,36,131,212,10
69,104,73,17,240,316,10
70,36,38,5,413,523,10
71,15,4,23,86,194,10
72,54,33,20,44,126,10
73,70,94,32,0,104,10
74,35,90,20,426,546,10
75,88,29,33,524,648,10
76,109,131,16,211,321,10
77,10,111,21,471,602,10
78,138,105,24,400,469,10
79,113,45,4,266,408,10
80,92,22,18,174,253,10
81,85,75,37,0,90,10
82,10,86,14,375,520,10
83,51,92,9,430,545,10
84,46,112,10,283,340,10
85,12,48,4,61,176,10
86,137,7,40,161,219,10
87,79,80,4,0,62,10
88,69,116,26,339,415,10
89,28,62,23,185,259,10
90,50,106,25,316,386,10
91,83,38,22,484,549,10
92,120,102,18,78,163,10
93,65,0,20,72,158,10
94,4,71,19,123,243,10
95,19,120,16,246,339,10
96,18,70,26,378,493,10
97,58,80,18,448,564,10
98,49,140,3,223,285,10
99,69,115,20,214,260,10
100,36,124,34,238,288,10
101,84,88,16,336,449,10
102,17,138,8,412,532,10
103,103,82,27,307,399,10
104,38,122,13,214,313,10
105,70,83,23,486,564,10
106,29,60,14,0,135,10
107,61,34,7,466,598,10
108,54,78,11,538,654,10
109,83,12,29,232,296,10
110,34,72,21,549,637,10
111,80,103,15,369,449,10
112,78,111,22,44,130,10
113,116,83,30,163,251,10
114,29,94,1,270,360,10
115,137,137,27,95,181,10
116,110,28,20,292,391,10
117,116,13,5,73,175,10
118,59,115,26,294,403,10
119,71,70,9,484,572,10
120,120,60,18,54,154,10
121,85,111,25,230,318,10
122,121,123,9,239,346,10
123,137,84,41,92,173,10
124,103,86,19,240,332,10
125,30,57,20,220,291,10
126,139,72,23,333,399,10
127,2,106,16,367,469,10
128,64,138,15,410,566,10
129,23,39,20,337,423,10
130,126,23,13,264,335,10
131,138,24,12,165,252,10
132,78,63,19,0,46,10
133,98,4,20,165,246,10
134,103,77,17,282,356,10
135,58,11,9,114,203,10
136,26,130,20,270,332,10
137,104,32,18,121,199,10
138,55,102,4,285,401,10
139,137,101,12,156,234,10
140,65,80,20,0,70,10
141,26,50,7,361,472,10
142,56,139,18,287,384,10
143,119,73,15,94,174,10
144,9,19,10,368,442,10
145,82,103,15,34,71,10
146,107,102,12,203,291,10
147,60,23,16,52,130,10
148,123,84,13,396,518,10
