cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,41,49,10,1,982,10
2,35,17,7,2,1036,10
3,55,45,13,2,1020,10
4,55,20,19,621,931,10
5,15,30,26,2,978,10
6,25,30,3,348,626,10
7,20,50,5,1,1006,10
8,10,43,9,326,620,10
9,55,60,16,329,628,10
10,30,60,16,488,803,10
11,20,65,12,148,415,10
12,50,35,19,2,1061,10
13,30,25,23,641,952,10
14,15,10,20,34,288,10
15,30,5,8,121,380,10
16,10,20,19,204,495,10
17,5,30,2,682,985,10
18,20,40,12,286,564,10
19,15,60,17,204,470,10
20,45,65,9,507,815,10
21,45,20,11,0,1010,10
22,45,10,18,333,608,10
23,55,5,29,146,418,10
24,65,35,3,660,976,10
25,65,20,6,716,1027,10
26,45,30,17,2,1067,10
27,35,40,16,62,304,10
28,41,37,16,58,307,10
29,64,42,9,138,391,10
30,40,60,21,188,460,10
31,31,52,27,2,1056,10
32,35,69,23,602,913,10
33,53,52,11,27,277,10
34,65,55,14,0,973,10
35,63,65,8,633,932,10
36,2,60,5,43,307,10
37,20,20,8,1,977,10
38,5,5,16,234,529,10
39,60,12,31,39,301,10
40,40,25,9,281,561,10
41,42,7,5,335,608,10
42,24,12,5,26,283,10
43,23,3,7,544,839,10
44,11,14,18,169,421,10
45,6,38,16,33,283,10
46,2,48,1,455,746,10
47,8,56,27,50,311,10
48,13,52,36,1,982,10
49,6,68,30,406,691,10
50,47,47,13,1,982,10
51,49,58,10,286,552,10
52,27,43,9,3,1065,10
53,37,31,14,334,616,10
54,57,29,18,571,884,10
55,63,23,2,561,873,10
56,53,12,6,519,828,10
57,32,12,7,361,658,10
58,36,26,18,740,1054,10
59,21,24,28,3,1020,10
60,17,34,3,675,979,10
61,12,24,13,215,504,10
62,24,58,19,115,387,10
63,27,69,10,36,306,10
64,15,77,9,161,439,10
65,62,77,20,51,311,10
66,49,73,25,528,831,10
67,67,5,25,232,500,10
68,56,39,36,575,897,10
69,37,47,6,104,354,10
70,37,56,5,730,1049,10
71,57,68,15,201,464,10
72,47,16,25,1,1004,10
73,44,17,9,234,512,10
74,46,13,8,625,929,10
75,49,11,18,1,1031,10
76,49,42,13,218,503,10
77,53,43,14,732,1054,10
78,61,52,3,324,619,10
79,57,48,23,308,602,10
80,56,37,6,729,1050,10
81,55,54,26,315,613,10
82,15,47,16,5,985,10
83,14,37,11,2,1028,10
84,11,31,7,356,656,10
85,16,22,41,0,976,10
86,4,18,35,308,601,10
87,28,18,26,316,598,10
88,26,52,9,215,490,10
89,26,35,15,718,1046,10
90,31,67,3,324,598,10
91,15,19,1,0,975,10
92,22,22,2,19,266,10
93,18,24,22,729,1037,10
94,26,27,27,0,982,10
95,25,24,20,0,981,10
96,22,27,11,0,980,10
97,25,21,12,525,833,10
98,19,21,10,0,977,10
99,20,26,9,263,552,10
100,18,18,17,725,1033,10
