cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,41,49,10,6,235,10
2,35,17,7,2,213,10
3,55,45,13,1,209,10
4,55,20,19,151,183,10
5,15,30,26,0,209,10
6,25,30,3,98,118,10
7,20,50,5,4,207,10
8,10,43,9,94,122,10
9,55,60,16,98,127,10
10,30,60,16,124,155,10
11,20,65,12,60,86,10
12,50,35,19,1,229,10
13,30,25,23,161,188,10
14,15,10,20,0,55,10
15,30,5,8,60,84,10
16,10,20,19,76,97,10
17,5,30,2,159,191,10
18,20,40,12,88,125,10
19,15,60,17,78,98,10
20,45,65,9,132,167,10
21,45,20,11,1,223,10
22,45,10,18,96,115,10
23,55,5,29,71,96,10
24,65,35,3,157,184,10
25,65,20,6,172,206,10
26,45,30,17,7,240,10
27,35,40,16,32,47,10
28,41,37,16,32,51,10
29,64,42,9,50,80,10
30,40,60,21,65,97,10
31,31,52,27,0,224,10
32,35,69,23,144,185,10
33,53,52,11,36,58,10
34,65,55,14,2,194,10
35,63,65,8,143,166,10
36,2,60,5,0,68,10
37,20,20,8,1,207,10
38,5,5,16,87,113,10
39,60,12,31,10,69,10
40,40,25,9,73,99,10
41,42,7,5,97,122,10
42,24,12,5,5,50,10
43,23,3,7,133,164,10
44,11,14,18,71,95,10
45,6,38,16,32,45,10
46,2,48,1,120,148,10
47,8,56,27,53,81,10
48,13,52,36,5,215,10
49,6,68,30,107,135,10
50,47,47,13,0,211,10
51,49,58,10,89,116,10
52,27,43,9,0,213,10
53,37,31,14,97,112,10
54,57,29,18,125,167,10
55,63,23,2,134,167,10
56,53,12,6,130,158,10
57,32,12,7,103,120,10
58,36,26,18,200,222,10
59,21,24,28,0,230,10
60,17,34,3,163,183,10
61,12,24,13,63,94,10
62,24,58,19,32,77,10
63,27,69,10,0,52,10
64,15,77,9,65,96,10
65,62,77,20,1,81,10
66,49,73,25,131,162,10
67,67,5,25,83,111,10
68,56,39,36,142,165,10
69,37,47,6,47,62,10
70,37,56,5,183,228,10
71,57,68,15,80,110,10
72,47,16,25,0,217,10
73,44,17,9,57,95,10
74,46,13,8,149,178,10
75,49,11,18,2,210,10
76,49,42,13,65,89,10
77,53,43,14,167,210,10
78,61,52,3,91,115,10
79,57,48,23,92,112,10
80,56,37,6,183,215,10
81,55,54,26,95,129,10
82,15,47,16,1,220,10
83,14,37,11,0,200,10
84,11,31,7,101,120,10
85,16,22,41,0,207,10
86,4,18,35,95,118,10
87,28,18,26,74,109,10
88,26,52,9,75,95,10
89,26,35,15,176,198,10
90,31,67,3,95,125,10
91,15,19,1,0,209,10
92,22,22,2,0,36,10
93,18,24,22,192,226,10
94,26,27,27,0,212,10
95,25,24,20,3,235,10
96,22,27,11,0,209,10
97,25,21,12,134,160,10
98,19,21,10,0,208,10
99,20,26,9,83,99,10
100,18,18,17,189,221,10
