cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,41,49,10,1,1002,10
2,35,17,7,1,1014,10
3,55,45,13,3,1042,10
4,55,20,19,620,944,10
5,15,30,26,2,1023,10
6,25,30,3,0,979,10
7,20,50,5,4,975,10
8,10,43,9,325,623,10
9,55,60,16,329,619,10
10,30,60,16,0,974,10
11,20,65,12,148,400,10
12,50,35,19,0,1007,10
13,30,25,23,640,978,10
14,15,10,20,3,978,10
15,30,5,8,119,385,10
16,10,20,19,1,968,10
17,5,30,2,0,1015,10
18,20,40,12,3,1059,10
19,15,60,17,0,1035,10
20,45,65,9,2,1013,10
21,45,20,11,0,1061,10
22,45,10,18,1,993,10
23,55,5,29,147,420,10
24,65,35,3,4,1002,10
25,65,20,6,717,1040,10
26,45,30,17,2,1013,10
27,35,40,16,0,985,10
28,41,37,16,2,1021,10
29,64,42,9,0,1003,10
30,40,60,21,3,988,10
31,31,52,27,0,981,10
32,35,69,23,1,976,10
33,53,52,11,2,1014,10
34,65,55,14,1,1022,10
35,63,65,8,2,1016,10
36,2,60,5,2,1018,10
37,20,20,8,1,1062,10
38,5,5,16,235,491,10
39,60,12,31,4,994,10
40,40,25,9,2,1071,10
41,42,7,5,1,989,10
42,24,12,5,0,1008,10
43,23,3,7,4,980,10
44,11,14,18,168,420,10
45,6,38,16,0,1017,10
46,2,48,1,3,1017,10
47,8,56,27,4,1022,10
48,13,52,36,1,1042,10
49,6,68,30,3,1019,10
50,47,47,13,1,1002,10
51,49,58,10,1,1015,10
52,27,43,9,2,981,10
53,37,31,14,334,612,10
54,57,29,18,0,1046,10
55,63,23,2,563,883,10
56,53,12,6,0,992,10
57,32,12,7,2,1010,10
58,36,26,18,740,1074,10
59,21,24,28,2,1023,10
60,17,34,3,1,1060,10
61,12,24,13,1,970,10
62,24,58,19,114,364,10
63,27,69,10,2,972,10
64,15,77,9,5,1021,10
65,62,77,20,3,1002,10
66,49,73,25,3,1007,10
67,67,5,25,228,502,10
68,56,39,36,2,1046,10
69,37,47,6,108,374,10
70,37,56,5,2,994,10
71,57,68,15,3,1015,10
72,47,16,25,3,1054,10
73,44,17,9,1,1059,10
74,46,13,8,622,950,10
75,49,11,18,0,993,10
76,49,42,13,213,483,10
77,53,43,14,731,1046,10
78,61,52,3,2,1029,10
79,57,48,23,310,594,10
80,56,37,6,0,1046,10
81,55,54,26,1,1012,10
82,15,47,16,1,1048,10
83,14,37,11,2,1055,10
84,11,31,7,354,649,10
85,16,22,41,0,971,10
86,4,18,35,1,964,10
87,28,18,26,316,601,10
88,26,52,9,1,979,10
89,26,35,15,0,981,10
90,31,67,3,1,976,10
91,15,19,1,2,1056,10
92,22,22,2,18,261,10
93,18,24,22,0,1059,10
94,26,27,27,0,1075,10
95,25,24,20,2,1072,10
96,22,27,11,1,977,10
97,25,21,12,1,1021,10
98,19,21,10,0,972,10
99,20,26,9,263,555,10
100,18,18,17,725,1058,10
