cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,25,85,20,675,841,10
2,22,75,30,153,309,10
3,22,85,10,473,634,10
4,20,80,40,645,809,10
5,20,85,20,73,228,10
6,18,75,20,388,547,10
7,15,75,20,304,459,10
8,15,80,10,369,528,10
9,10,35,20,372,542,10
10,10,40,30,524,703,10
11,8,40,40,195,339,10
12,8,45,20,223,367,10
13,5,35,10,661,852,10
14,5,45,10,25,164,10
15,2,40,20,174,318,10
16,0,40,20,259,399,10
17,0,45,20,706,906,10
18,44,5,20,335,470,10
19,42,10,40,256,386,10
20,42,15,10,537,692,10
21,40,5,10,215,350,10
22,40,15,40,376,530,10
23,38,5,30,203,336,10
24,38,15,10,684,903,10
25,35,5,20,786,1009,10
26,95,30,30,529,733,10
27,95,35,20,148,291,10
28,92,30,10,152,292,10
29,90,35,10,194,339,10
30,88,30,10,246,391,10
31,88,35,20,165,310,10
32,87,30,10,622,825,10
33,85,25,10,84,219,10
34,85,35,30,487,689,10
35,67,85,20,657,830,10
36,65,85,40,46,179,10
37,65,82,10,564,727,10
38,62,80,30,279,457,10
39,60,80,10,66,203,10
40,60,85,30,331,507,10
41,58,75,20,378,558,10
42,55,80,10,0,165,10
43,55,85,20,576,747,10
44,55,82,10,224,392,10
45,20,82,10,50,192,10
46,18,80,10,489,650,10
47,2,45,10,105,234,10
48,42,5,10,732,951,10
49,42,12,10,445,594,10
50,72,35,30,515,709,10
51,55,20,19,327,474,10
52,25,30,3,176,302,10
53,20,50,5,381,553,10
54,55,60,16,601,763,10
55,30,60,16,603,771,10
56,50,35,19,558,715,10
57,30,25,23,400,565,10
58,15,10,20,786,1013,10
59,10,20,19,48,178,10
60,15,60,17,702,906,10
61,45,65,9,263,426,10
62,65,35,3,171,316,10
63,65,20,6,45,174,10
64,45,30,17,191,320,10
65,35,40,16,0,135,10
66,41,37,16,566,722,10
67,64,42,9,268,418,10
68,40,60,21,612,784,10
69,31,52,27,147,279,10
70,35,69,23,811,1029,10
71,65,55,14,241,392,10
72,63,65,8,62,201,10
73,2,60,5,290,435,10
74,20,20,8,646,836,10
75,5,5,16,231,372,10
76,60,12,31,273,408,10
77,23,3,7,765,991,10
78,8,56,27,367,517,10
79,6,68,30,353,506,10
80,47,47,13,823,1008,10
81,49,58,10,361,544,10
82,27,43,9,155,277,10
83,37,31,14,105,233,10
84,57,29,18,398,541,10
85,63,23,2,346,487,10
86,21,24,28,349,518,10
87,12,24,13,359,528,10
88,24,58,19,261,422,10
89,67,5,25,728,932,10
90,37,47,6,360,517,10
91,49,42,13,725,903,10
92,53,43,14,0,140,10
93,61,52,3,813,986,10
94,57,48,23,397,586,10
95,56,37,6,98,228,10
96,55,54,26,566,724,10
97,4,18,35,552,736,10
98,26,52,9,175,333,10
99,26,35,15,314,473,10
100,31,67,3,815,1028,10
