cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,25,85,20,613,902,10
2,22,75,30,95,338,10
3,22,85,10,412,700,10
4,20,80,40,584,871,10
5,20,85,20,40,288,10
6,18,75,20,328,613,10
7,15,75,20,244,525,10
8,15,80,10,309,594,10
9,10,35,20,315,594,10
10,10,40,30,461,745,10
11,8,40,40,135,387,10
12,8,45,20,156,414,10
13,5,35,10,593,876,10
14,5,45,10,35,286,10
15,2,40,20,114,366,10
16,0,40,20,196,447,10
17,0,45,20,646,933,10
18,44,5,20,275,534,10
19,42,10,40,195,454,10
20,42,15,10,485,816,10
21,40,5,10,155,414,10
22,40,15,40,316,577,10
23,38,5,30,141,400,10
24,38,15,10,621,960,10
25,35,5,20,664,1006,10
26,95,30,30,469,784,10
27,95,35,20,86,349,10
28,92,30,10,91,354,10
29,90,35,10,134,397,10
30,88,30,10,186,451,10
31,88,35,20,105,368,10
32,87,30,10,562,876,10
33,85,25,10,53,318,10
34,85,35,30,427,741,10
35,67,85,20,597,886,10
36,65,85,40,45,296,10
37,65,82,10,498,787,10
38,62,80,30,218,469,10
39,60,80,10,36,287,10
40,60,85,30,269,522,10
41,58,75,20,317,570,10
42,55,80,10,33,284,10
43,55,85,20,514,803,10
44,55,82,10,159,408,10
45,20,82,10,38,285,10
46,18,80,10,429,716,10
47,2,45,10,45,296,10
48,42,5,10,667,1006,10
49,42,12,10,380,640,10
50,72,35,30,447,761,10
51,55,20,19,269,545,10
52,25,30,3,108,362,10
53,20,50,5,318,585,10
54,55,60,16,548,839,10
55,30,60,16,539,838,10
56,50,35,19,498,811,10
57,30,25,23,342,604,10
58,15,10,20,666,1010,10
59,10,20,19,43,296,10
60,15,60,17,642,933,10
61,45,65,9,204,459,10
62,65,35,3,108,370,10
63,65,20,6,43,311,10
64,45,30,17,136,416,10
65,35,40,16,0,255,10
66,41,37,16,509,818,10
67,64,42,9,213,499,10
68,40,60,21,555,857,10
69,31,52,27,87,339,10
70,35,69,23,691,991,10
71,65,55,14,181,473,10
72,63,65,8,0,278,10
73,2,60,5,228,503,10
74,20,20,8,588,937,10
75,5,5,16,176,431,10
76,60,12,31,210,484,10
77,23,3,7,661,1004,10
78,8,56,27,309,580,10
79,6,68,30,295,572,10
80,47,47,13,703,1010,10
81,49,58,10,300,597,10
82,27,43,9,93,341,10
83,37,31,14,39,291,10
84,57,29,18,335,621,10
85,63,23,2,285,557,10
86,21,24,28,292,564,10
87,12,24,13,299,574,10
88,24,58,19,205,467,10
89,67,5,25,668,984,10
90,37,47,6,305,608,10
91,49,42,13,665,965,10
92,53,43,14,21,273,10
93,61,52,3,689,988,10
94,57,48,23,336,629,10
95,56,37,6,42,301,10
96,55,54,26,502,800,10
97,4,18,35,491,766,10
98,26,52,9,108,354,10
99,26,35,15,251,519,10
100,31,67,3,690,990,10
