cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,41,49,10,662,989,10
2,35,17,7,97,357,10
3,55,45,13,437,732,10
4,55,20,19,621,931,10
5,15,30,26,20,265,10
6,25,30,3,347,639,10
7,20,50,5,253,518,10
8,10,43,9,326,621,10
9,55,60,16,329,628,10
10,30,60,16,488,808,10
11,20,65,12,148,401,10
12,50,35,19,159,411,10
13,30,25,23,640,954,10
14,15,10,20,35,286,10
15,30,5,8,121,378,10
16,10,20,19,204,483,10
17,5,30,2,686,984,10
18,20,40,12,288,558,10
19,15,60,17,206,462,10
20,45,65,9,507,820,10
21,45,20,11,153,434,10
22,45,10,18,332,609,10
23,55,5,29,146,418,10
24,65,35,3,656,979,10
25,65,20,6,717,1039,10
26,45,30,17,513,825,10
27,35,40,16,55,300,10
28,41,37,16,58,307,10
29,64,42,9,137,381,10
30,40,60,21,188,461,10
31,31,52,27,97,339,10
32,35,69,23,602,918,10
33,53,52,11,30,279,10
34,65,55,14,454,757,10
35,63,65,8,631,937,10
36,2,60,5,41,299,10
37,20,20,8,531,840,10
38,5,5,16,238,519,10
39,60,12,31,36,301,10
40,40,25,9,281,563,10
41,42,7,5,335,612,10
42,24,12,5,26,281,10
43,23,3,7,547,845,10
44,11,14,18,167,448,10
45,6,38,16,0,272,10
46,2,48,1,455,746,10
47,8,56,27,50,308,10
48,13,52,36,723,1050,10
49,6,68,30,406,692,10
50,47,47,13,476,770,10
51,49,58,10,286,553,10
52,27,43,9,117,387,10
53,37,31,14,334,618,10
54,57,29,18,568,886,10
55,63,23,2,563,881,10
56,53,12,6,519,828,10
57,32,12,7,361,663,10
58,36,26,18,740,1056,10
59,21,24,28,20,266,10
60,17,34,3,675,1005,10
61,12,24,13,214,492,10
62,24,58,19,116,362,10
63,27,69,10,36,286,10
64,15,77,9,161,439,10
65,62,77,20,56,312,10
66,49,73,25,528,836,10
67,67,5,25,232,500,10
68,56,39,36,575,899,10
69,37,47,6,100,350,10
70,37,56,5,730,1054,10
71,57,68,15,201,465,10
72,47,16,25,22,287,10
73,44,17,9,235,514,10
74,46,13,8,622,930,10
75,49,11,18,174,447,10
76,49,42,13,218,505,10
77,53,43,14,732,1056,10
78,61,52,3,326,625,10
79,57,48,23,308,605,10
80,56,37,6,729,1052,10
81,55,54,26,315,613,10
82,15,47,16,110,371,10
83,14,37,11,47,297,10
84,11,31,7,359,631,10
85,16,22,41,302,588,10
86,4,18,35,307,593,10
87,28,18,26,315,612,10
88,26,52,9,215,483,10
89,26,35,15,718,1052,10
90,31,67,3,324,598,10
91,15,19,1,689,991,10
92,22,22,2,19,268,10
93,18,24,22,730,1040,10
94,26,27,27,350,645,10
95,25,24,20,42,291,10
96,22,27,11,531,842,10
97,25,21,12,523,819,10
98,19,21,10,125,376,10
99,20,26,9,265,555,10
100,18,18,17,725,1034,10
