cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,37,48,10,83,994,90
2,42,100,30,285,1196,90
3,131,31,10,1773,2731,90
4,108,13,20,1665,2580,90
5,17,166,10,1526,2477,90
6,147,134,20,2537,3491,90
7,48,103,10,566,1484,90
8,127,166,20,1837,2775,90
9,50,181,20,508,1421,90
10,19,156,10,1827,2786,90
11,146,157,40,1233,2151,90
12,93,166,10,1260,2184,90
13,170,83,30,1678,2618,90
14,79,13,20,1073,1979,90
15,73,112,10,29,920,90
16,87,87,10,2301,3253,90
17,118,50,10,1612,2567,90
18,79,70,20,481,1385,90
19,67,102,40,1544,2467,90
20,48,166,30,114,1026,90
21,45,88,30,63,960,90
22,61,101,10,256,1139,90
23,54,175,20,411,1321,90
24,126,39,10,1583,2536,90
25,107,73,30,27,915,90
26,42,75,20,1216,2132,90
27,74,102,10,140,1031,90
28,72,118,20,693,1612,90
29,65,135,20,984,1906,90
30,27,89,10,2210,3156,90
31,84,133,10,0,929,90
32,178,69,40,1382,2317,90
33,127,46,20,2546,3516,90
34,28,96,20,74,969,90
35,100,47,20,55,939,90
36,69,167,20,77,977,90
37,98,59,10,41,936,90
38,79,84,10,2110,3041,90
39,61,174,10,1096,2023,90
40,138,135,10,2672,3629,90
41,170,156,10,1725,2653,90
42,119,169,20,1738,2674,90
43,66,192,20,2027,2963,90
44,120,76,30,1002,1928,90
45,29,171,20,2211,3180,90
46,89,11,10,1357,2267,90
47,170,64,20,1784,2727,90
48,135,146,10,2673,3622,90
49,85,134,20,45,937,90
50,19,179,30,634,1564,90
51,95,137,10,302,1203,90
52,163,125,30,2336,3286,90
53,30,54,30,84,999,90
54,16,77,20,1100,2032,90
55,28,168,20,2304,3274,90
56,78,188,20,2513,3460,90
57,27,83,20,2306,3237,90
58,136,57,30,1110,2054,90
59,59,98,10,1445,2365,90
60,170,49,30,516,1435,90
61,114,138,20,2640,3602,90
62,78,154,10,63,956,90
63,69,190,30,1933,2869,90
64,60,171,20,84,991,90
65,112,53,10,1710,2666,90
66,99,123,10,2152,3097,90
67,28,50,10,142,1055,90
68,97,163,20,1354,2281,90
69,150,135,20,477,1385,90
70,136,134,10,2674,3632,90
71,120,153,10,2530,3498,90
72,79,89,10,2673,3629,90
73,162,44,20,128,1036,90
74,163,55,20,2343,3290,90
75,103,91,20,0,892,90
76,74,91,20,2704,3667,90
77,126,31,20,1868,2826,90
78,16,146,10,1727,2684,90
79,84,20,10,2237,3171,90
80,21,91,20,1612,2556,90
81,37,162,20,2497,3469,90
82,89,168,20,2663,3611,90
83,72,10,20,789,1689,90
84,55,160,10,217,1121,90
85,63,189,30,2122,3060,90
86,164,124,20,2246,3194,90
87,20,96,20,1428,2371,90
