cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,37,48,10,290,480,90
2,42,100,30,0,3565,90
3,131,31,10,2133,2350,90
4,108,13,20,2025,2227,90
5,17,166,10,1886,2124,90
6,147,134,20,2,3609,90
7,48,103,10,927,1107,90
8,127,166,20,2197,2396,90
9,50,181,20,868,1072,90
10,19,156,10,2187,2431,90
11,146,157,40,1593,1778,90
12,93,166,10,1620,1806,90
13,170,83,30,2038,2261,90
14,79,13,20,3,3555,90
15,73,112,10,0,3582,90
16,87,87,10,2661,2889,90
17,118,50,10,1972,2175,90
18,79,70,20,832,1016,90
19,67,102,40,2,3652,90
20,48,166,30,477,667,90
21,45,88,30,74,238,90
22,61,101,10,1,3624,90
23,54,175,20,771,972,90
24,126,39,10,1943,2155,90
25,107,73,30,30,194,90
26,42,75,20,1576,1774,90
27,74,102,10,0,3659,90
28,72,118,20,1053,1240,90
29,65,135,20,3,3587,90
30,27,89,10,2567,2789,90
31,84,133,10,0,209,90
32,178,69,40,1742,1964,90
33,127,46,20,2906,3133,90
34,28,96,20,3,3592,90
35,100,47,20,244,411,90
36,69,167,20,2,3557,90
37,98,59,10,53,215,90
38,79,84,10,2470,2695,90
39,61,174,10,1456,1668,90
40,138,135,10,3084,3309,90
41,170,156,10,0,3547,90
42,119,169,20,2098,2295,90
43,66,192,20,2387,2613,90
44,120,76,30,1360,1543,90
45,29,171,20,2571,2825,90
46,89,11,10,1715,1917,90
47,170,64,20,0,3599,90
48,135,146,10,3,3615,90
49,85,134,20,48,221,90
50,19,179,30,994,1205,90
51,95,137,10,6,3659,90
52,163,125,30,2696,2914,90
53,30,54,30,0,3549,90
54,16,77,20,1460,1676,90
55,28,168,20,2664,2919,90
56,78,188,20,2875,3107,90
57,27,83,20,3,3598,90
58,136,57,30,0,3590,90
59,59,98,10,1816,2020,90
60,170,49,30,876,1078,90
61,114,138,20,3000,3216,90
62,78,154,10,0,236,90
63,69,190,30,2293,2518,90
64,60,171,20,373,560,90
65,112,53,10,2070,2274,90
66,99,123,10,2512,2724,90
67,28,50,10,509,704,90
68,97,163,20,1714,1903,90
69,150,135,20,837,1015,90
70,136,134,10,3274,3501,90
71,120,153,10,2890,3105,90
72,79,89,10,3032,3263,90
73,162,44,20,491,687,90
74,163,55,20,2703,2942,90
75,103,91,20,0,172,90
76,74,91,20,3128,3360,90
77,126,31,20,0,3587,90
78,16,146,10,2086,2329,90
79,84,20,10,2597,2817,90
80,21,91,20,1972,2177,90
81,37,162,20,2857,3114,90
