cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,134,6,20,950,1173,10
2,63,58,20,157,307,10
3,64,52,20,652,821,10
4,139,7,20,432,595,10
5,110,8,26,1913,2144,10
6,79,193,30,758,971,10
7,80,190,13,1780,2039,10
8,158,81,23,2046,2310,10
9,60,153,11,391,535,10
10,141,8,20,383,548,10
11,13,81,30,594,795,10
12,68,115,20,2263,2514,10
13,151,132,6,663,853,10
14,88,143,17,2091,2350,10
15,16,84,20,692,897,10
16,155,17,32,391,556,10
17,69,150,17,2258,2515,10
18,55,87,30,818,1020,10
19,22,133,10,688,885,10
20,10,20,14,2360,2617,10
21,187,142,10,466,637,10
22,114,122,10,852,1059,10
23,78,119,30,286,416,10
24,199,115,20,462,640,10
25,185,124,10,427,589,10
26,46,22,10,1617,1860,10
27,7,152,10,687,896,10
28,144,92,23,2052,2324,10
29,5,162,26,498,673,10
30,197,113,20,517,691,10
31,189,95,10,537,728,10
32,84,118,20,391,557,10
33,28,77,12,885,1103,10
34,105,26,24,1302,1538,10
35,113,100,5,937,1127,10
36,139,97,4,2508,2797,10
37,143,179,24,1094,1320,10
38,111,189,3,2011,2287,10
39,119,37,20,672,876,10
40,87,191,10,361,518,10
41,80,167,10,894,1127,10
42,23,137,20,630,828,10
43,181,70,25,2101,2362,10
44,178,123,30,269,417,10
45,45,142,15,1873,2121,10
46,151,66,11,297,445,10
47,68,50,10,545,700,10
48,159,196,6,966,1177,10
49,87,30,10,763,975,10
50,187,92,20,435,597,10
51,10,153,20,483,658,10
52,54,30,10,600,768,10
53,54,37,21,2585,2854,10
54,180,147,10,580,768,10
55,154,59,17,274,421,10
56,93,13,30,581,786,10
57,38,190,10,547,720,10
58,104,88,25,2912,3157,10
59,78,169,10,1154,1394,10
60,127,143,7,2178,2455,10
61,24,131,31,1237,1453,10
62,82,194,10,705,917,10
63,165,117,10,470,646,10
64,23,176,20,1419,1624,10
65,55,24,10,502,658,10
66,148,157,21,1275,1510,10
67,186,91,10,391,552,10
68,26,138,10,756,965,10
69,78,184,20,834,1048,10
70,165,181,22,358,516,10
71,11,151,20,439,608,10
72,103,66,20,339,460,10
73,188,125,10,480,653,10
74,197,140,10,452,622,10
75,100,70,30,30,180,10
76,83,118,20,365,513,10
77,66,58,20,798,1031,10
78,83,188,30,300,456,10
79,12,154,10,532,714,10
80,158,20,19,2298,2581,10
81,161,158,24,1580,1827,10
82,41,186,27,539,711,10
83,162,162,20,1375,1614,10
84,89,176,13,1714,1977,10
85,86,69,14,713,892,10
86,20,72,21,1006,1234,10
87,41,182,30,352,513,10
88,178,147,10,628,816,10
89,140,11,10,330,494,10
90,60,51,20,332,472,10
91,100,6,30,356,518,10
92,18,89,10,188,402,10
93,85,110,10,0,145,10
94,37,146,10,1247,1479,10
95,181,89,10,267,426,10
96,26,147,20,385,550,10
97,52,38,30,254,411,10
98,131,136,18,2525,2816,10
99,46,131,21,1368,1606,10
100,35,160,16,341,496,10
101,187,97,10,714,917,10
102,172,179,1,2258,2551,10
103,156,93,25,1684,1907,10
104,85,164,23,188,349,10
105,17,32,16,1883,2139,10
106,175,60,18,285,435,10
107,82,48,8,363,496,10
108,62,50,20,427,576,10
109,137,1,10,788,1010,10
110,140,4,10,526,720,10
111,143,0,10,724,945,10
112,198,132,10,621,810,10
113,25,146,30,428,596,10
114,137,10,21,1766,1992,10
115,15,88,10,437,589,10
116,38,183,10,1235,1440,10
117,121,48,17,1133,1368,10
118,62,15,29,361,522,10
119,19,38,16,1828,2072,10
120,144,59,18,1767,2003,10
121,125,78,11,39,207,10
122,12,156,30,583,762,10
123,53,29,30,555,721,10
124,22,61,17,1083,1307,10
125,159,121,20,638,827,10
126,59,83,24,909,1116,10
127,59,57,10,220,364,10
128,168,58,29,901,1113,10
129,12,85,10,550,729,10
130,85,193,25,1242,1488,10
131,155,107,10,2201,2489,10
132,195,132,6,1054,1255,10
133,55,51,17,1076,1310,10
134,189,120,10,540,714,10
135,59,139,26,1289,1514,10
136,121,50,24,453,590,10
137,10,67,30,366,503,10
138,52,28,10,433,593,10
139,17,150,20,333,481,10
140,101,67,20,385,508,10
141,69,47,10,492,648,10
142,164,113,20,175,347,10
143,79,115,30,141,273,10
144,80,108,20,52,201,10
145,184,116,20,654,850,10
146,27,135,10,805,1018,10
147,29,139,10,280,410,10
148,84,194,10,499,671,10
149,186,94,20,496,674,10
150,114,72,22,65,197,10
151,90,4,22,421,589,10
152,41,187,20,446,618,10
153,92,178,26,1884,2153,10
154,46,40,15,1014,1252,10
155,174,128,20,254,406,10
156,30,142,10,317,464,10
