cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,181,172,10,290,524,90
2,154,31,10,727,969,90
3,123,106,20,709,856,90
4,23,137,20,667,835,90
5,190,28,20,0,497,90
6,8,71,10,654,873,90
7,103,130,20,292,508,90
8,62,50,20,489,580,90
9,89,161,10,285,422,90
10,117,91,20,388,580,90
11,12,156,30,485,676,90
12,88,165,30,227,293,90
13,107,125,10,618,745,90
14,8,74,20,514,648,90
15,105,125,10,659,899,90
16,118,192,30,178,390,90
17,146,11,10,0,220,90
18,93,13,30,500,624,90
19,188,125,10,369,565,90
20,87,117,10,792,933,90
21,123,31,20,604,852,90
22,121,189,20,539,802,90
23,174,128,20,0,112,90
24,197,80,10,277,302,90
25,151,165,10,507,860,90
26,140,4,10,429,538,90
27,78,184,20,905,1166,90
28,96,150,20,650,956,90
29,96,147,10,120,341,90
30,149,182,20,746,791,90
31,87,191,10,131,258,90
32,189,151,30,107,319,90
33,99,144,10,0,228,90
34,64,52,20,822,1026,90
35,7,151,20,694,1025,90
36,151,99,10,299,531,90
37,87,118,10,643,900,90
38,179,141,20,244,330,90
39,192,151,10,312,492,90
40,143,0,10,809,899,90
41,66,58,20,1114,1268,90
42,122,14,20,1073,1194,90
43,66,52,10,696,945,90
44,173,55,20,95,289,90
45,119,37,20,801,1032,90
46,199,28,20,659,722,90
47,90,161,10,337,552,90
48,36,193,20,570,785,90
49,159,160,20,0,390,90
50,194,112,10,615,698,90
51,176,173,20,0,174,90
52,117,193,30,172,214,90
53,186,96,20,819,1048,90
54,39,56,10,75,321,90
55,189,120,10,532,593,90
56,29,139,10,0,295,90
57,37,190,10,496,673,90
58,165,117,10,451,630,90
59,16,84,20,758,915,90
60,187,97,10,769,915,90
61,10,153,20,262,530,90
62,194,149,20,123,493,90
63,187,112,30,0,336,90
64,103,70,10,133,294,90
65,193,159,20,479,707,90
66,77,115,20,294,500,90
67,190,154,30,410,582,90
68,3,75,10,401,569,90
69,17,93,20,107,258,90
70,151,167,10,284,504,90
71,12,85,10,421,693,90
72,120,11,10,163,220,90
73,140,181,20,0,280,90
74,6,67,10,149,442,90
75,137,4,10,1038,1239,90
76,103,124,20,798,944,90
77,10,67,30,95,395,90
78,48,30,50,172,400,90
79,53,67,20,521,747,90
80,164,113,20,0,221,90
81,47,49,20,759,913,90
82,187,92,20,336,405,90
83,121,115,20,204,219,90
84,46,51,20,881,1156,90
85,144,189,30,229,548,90
86,180,93,10,939,1307,90
87,152,168,20,203,403,90
88,117,95,10,17,234,90
89,195,25,10,939,1000,90
90,108,168,20,461,630,90
91,149,103,20,696,868,90
92,60,58,20,0,254,90
93,197,79,10,258,501,90
94,39,58,30,0,207,90
95,147,186,30,560,788,90
96,154,163,10,728,828,90
97,96,128,30,0,177,90
98,30,187,10,755,991,90
99,123,121,20,470,512,90
100,104,68,10,327,468,90
101,102,128,20,191,425,90
102,18,89,10,0,231,90
103,197,77,20,693,801,90
104,156,11,20,1099,1353,90
105,144,33,30,0,220,90
106,101,67,20,581,766,90
107,159,121,20,723,924,90
108,84,192,10,313,441,90
109,139,7,20,156,444,90
110,7,152,10,720,816,90
111,181,147,20,455,518,90
112,104,170,20,71,414,90
113,13,81,30,526,776,90
