cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,181,172,10,112,702,90
2,154,31,10,687,1008,90
3,123,106,20,456,1107,90
4,23,137,20,565,936,90
5,190,28,20,0,616,90
6,8,71,10,493,1044,90
7,103,130,20,175,626,90
8,62,50,20,242,827,90
9,89,161,10,61,664,90
10,117,91,20,265,700,90
11,12,156,30,363,797,90
12,88,165,30,67,638,90
13,107,125,10,504,859,90
14,8,74,20,341,829,90
15,105,125,10,578,969,90
16,118,192,30,93,583,90
17,146,11,10,0,572,90
18,93,13,30,368,756,90
19,188,125,10,190,739,90
20,87,117,10,657,1107,90
21,123,31,20,476,980,90
22,121,189,20,450,887,90
23,174,128,20,0,532,90
24,197,80,10,100,525,90
25,151,165,10,431,924,90
26,140,4,10,231,733,90
27,78,184,20,781,1288,90
28,96,150,20,536,1088,90
29,96,147,10,0,763,90
30,149,182,20,452,1072,90
31,87,191,10,93,583,90
32,189,151,30,102,812,90
33,99,144,10,0,569,90
34,64,52,20,691,1131,90
35,7,151,20,548,1169,90
36,151,99,10,174,657,90
37,87,118,10,548,1022,90
38,179,141,20,113,465,90
39,192,151,10,133,667,90
40,143,0,10,568,1138,90
41,66,58,20,787,1392,90
42,122,14,20,870,1348,90
43,66,52,10,673,968,90
44,173,55,20,85,625,90
45,119,37,20,686,1148,90
46,199,28,20,453,928,90
47,90,161,10,293,597,90
48,36,193,20,436,908,90
49,159,160,20,0,532,90
50,194,112,10,381,927,90
51,176,173,20,113,498,90
52,117,193,30,94,573,90
53,186,96,20,759,1106,90
54,39,56,10,75,526,90
55,189,120,10,279,848,90
56,29,139,10,0,601,90
57,37,190,10,274,883,90
58,165,117,10,274,813,90
59,16,84,20,575,1110,90
60,187,97,10,625,1058,90
61,10,153,20,105,686,90
62,194,149,20,110,689,90
63,187,112,30,0,665,90
64,103,70,10,0,526,90
65,193,159,20,353,830,90
66,77,115,20,208,644,90
67,190,154,30,221,765,90
68,3,75,10,244,735,90
69,17,93,20,97,555,90
70,151,167,10,84,734,90
71,12,85,10,319,806,90
72,120,11,10,91,594,90
73,140,181,20,101,597,90
74,6,67,10,99,645,90
75,137,4,10,830,1345,90
76,103,124,20,640,1092,90
77,10,67,30,95,485,90
78,48,30,50,87,659,90
79,53,67,20,377,893,90
80,164,113,20,0,509,90
81,47,49,20,546,1126,90
82,187,92,20,113,627,90
83,121,115,20,25,419,90
84,46,51,20,702,1333,90
85,144,189,30,173,591,90
86,180,93,10,904,1339,90
87,152,168,20,86,619,90
88,117,95,10,0,481,90
89,195,25,10,754,1184,90
90,108,168,20,250,839,90
91,149,103,20,519,1047,90
92,60,58,20,58,507,90
93,197,79,10,99,749,90
94,39,58,30,0,500,90
95,147,186,30,464,871,90
96,154,163,10,520,1023,90
97,96,128,30,0,504,90
98,30,187,10,561,1175,90
99,123,121,20,204,747,90
100,104,68,10,137,678,90
101,102,128,20,109,506,90
102,18,89,10,84,571,90
103,197,77,20,554,938,90
104,156,11,20,838,1353,90
105,144,33,30,0,706,90
106,101,67,20,479,886,90
107,159,121,20,587,1068,90
108,84,192,10,176,577,90
109,139,7,20,100,702,90
110,7,152,10,546,989,90
111,181,147,20,191,785,90
112,104,170,20,70,622,90
113,13,81,30,492,821,90
114,172,57,10,109,576,90
115,80,108,20,0,536,90
116,180,171,20,240,756,90
117,146,3,10,317,659,90
118,123,33,20,402,870,90
119,127,8,20,755,1130,90
120,185,115,20,358,960,90
121,192,113,20,92,593,90
122,194,75,10,617,1249,90
123,135,0,10,768,1315,90
124,157,30,10,563,947,90
125,53,29,30,357,789,90
126,85,110,10,0,555,90
127,182,171,30,310,870,90
128,79,193,30,732,1138,90
129,181,52,10,397,917,90
130,148,103,30,688,1060,90
131,190,109,10,748,1127,90
132,119,188,20,584,1117,90
133,197,140,10,106,515,90
134,162,123,40,524,940,90
135,102,170,40,71,597,90
136,120,198,10,258,682,90
137,175,50,20,746,1144,90
138,23,142,10,273,856,90
139,149,99,20,49,553,90
140,102,174,20,0,669,90
141,30,142,10,100,720,90
142,175,143,20,741,1333,90
143,193,27,10,268,741,90
144,193,82,10,94,536,90
145,103,67,20,191,807,90
146,55,64,30,189,702,90
147,197,25,10,517,1053,90
148,42,105,20,287,772,90
149,100,129,30,29,623,90
150,120,115,20,25,503,90
151,183,120,10,0,471,90
152,115,89,20,333,839,90
153,196,27,10,593,1160,90
154,131,38,20,70,563,90
155,145,31,20,82,525,90
156,196,137,20,104,589,90
157,98,150,10,57,540,90
158,159,8,10,904,1347,90
159,15,88,10,141,613,90
160,191,27,10,116,659,90
161,196,111,30,300,824,90
162,150,6,20,432,917,90
163,95,74,20,753,1238,90
164,42,101,10,474,952,90
165,53,59,20,62,695,90
166,193,23,20,739,1342,90
167,40,105,10,125,750,90
168,152,4,20,555,1165,90
169,100,151,10,274,740,90
170,24,140,20,447,867,90
171,87,195,10,338,787,90
172,140,6,30,123,657,90
173,197,113,20,250,694,90
174,40,183,20,102,492,90
175,127,114,20,415,945,90
176,182,46,10,535,1154,90
177,151,190,40,354,785,90
178,8,69,20,508,1212,90
179,44,52,20,176,560,90
180,43,54,10,76,594,90
181,179,174,10,108,714,90
182,13,152,20,102,588,90
183,137,1,10,671,1228,90
184,127,118,20,397,775,90
185,118,92,30,123,659,90
186,129,40,20,0,578,90
187,123,4,10,423,1087,90
188,55,24,10,142,814,90
189,41,182,30,125,559,90
190,22,133,10,618,1072,90
191,151,101,20,250,765,90
192,82,194,10,591,1092,90
193,185,124,10,92,652,90
194,180,147,10,301,857,90
195,97,7,20,108,637,90
196,108,165,10,381,894,90
197,47,50,10,705,1148,90
198,93,167,40,68,506,90
199,186,91,10,87,596,90
200,124,6,20,588,1108,90
201,149,167,40,348,818,90
202,125,38,30,110,604,90
203,123,8,10,95,712,90
204,199,76,30,308,819,90
205,194,129,20,529,1006,90
206,124,117,30,111,680,90
207,115,4,20,440,875,90
208,105,70,10,66,518,90
209,120,92,20,0,583,90
210,200,136,20,113,682,90
211,14,84,20,524,978,90
212,100,150,10,163,668,90
213,190,112,20,90,589,90
214,146,7,10,103,598,90
215,196,28,20,336,858,90
216,100,6,30,94,591,90
217,118,97,20,0,505,90
218,12,154,10,209,767,90
219,97,162,10,482,932,90
220,196,78,30,494,1181,90
221,172,114,20,73,451,90
222,14,92,30,100,464,90
223,7,142,20,695,1220,90
224,63,55,10,767,1386,90
225,54,30,10,491,838,90
226,141,8,20,100,669,90
227,156,12,20,714,1354,90
228,134,6,20,756,1350,90
229,198,78,20,268,672,90
230,65,53,10,815,1192,90
231,52,28,10,87,711,90
232,125,15,10,786,1295,90
233,199,115,20,118,640,90
234,32,178,10,823,1304,90
235,179,55,30,170,591,90
236,11,151,20,102,582,90
237,99,154,10,356,861,90
238,95,16,20,437,877,90
239,83,197,20,450,1046,90
240,27,135,10,723,1349,90
241,102,121,10,867,1234,90
242,179,165,20,458,1104,90
243,87,196,30,429,878,90
244,38,190,10,167,807,90
245,183,167,10,450,920,90
246,46,49,20,569,920,90
247,149,5,10,312,854,90
248,84,194,10,178,758,90
249,93,150,10,645,1157,90
250,35,186,10,692,1234,90
251,177,146,10,480,1046,90
252,26,147,20,89,520,90
253,21,85,20,677,1200,90
254,195,97,20,435,872,90
255,99,146,10,46,630,90
256,195,129,40,381,969,90
257,105,127,10,308,682,90
258,190,24,20,762,1346,90
259,178,165,30,638,1104,90
260,68,50,10,408,1047,90
261,190,110,20,529,1164,90
262,60,51,20,99,605,90
263,180,50,20,499,999,90
264,181,151,10,544,1216,90
265,143,189,10,100,588,90
266,56,59,30,0,533,90
267,48,108,20,0,614,90
268,50,67,10,212,873,90
269,101,70,20,30,682,90
270,185,123,30,125,438,90
271,38,188,20,119,671,90
272,151,28,20,145,803,90
273,121,8,10,166,771,90
274,25,143,20,120,823,90
275,26,138,10,702,1186,90
276,176,144,20,655,1235,90
277,78,119,30,261,763,90
278,51,31,20,84,621,90
279,109,175,20,205,692,90
280,150,98,10,0,546,90
281,180,52,10,324,808,90
282,141,4,20,392,938,90
283,152,3,20,724,1177,90
284,166,117,20,72,698,90
285,93,7,20,173,760,90
286,113,94,30,0,499,90
287,83,188,30,101,820,90
288,8,73,20,438,914,90
289,154,2,20,647,1342,90
290,17,150,20,102,832,90
291,116,189,30,98,680,90
292,140,11,10,123,587,90
293,189,97,20,480,1019,90
294,184,116,20,521,980,90
295,198,76,10,385,924,90
296,186,94,20,113,813,90
297,97,65,20,563,979,90
298,154,172,30,91,532,90
299,90,160,20,352,719,90
300,109,126,10,362,817,90
301,148,98,20,48,422,90
302,144,170,10,286,702,90
303,193,83,20,96,655,90
304,15,87,20,176,760,90
305,89,158,30,476,781,90
306,153,29,20,355,777,90
