cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,134,6,20,2,3079,10
2,63,58,20,168,317,10
3,64,52,20,1,3147,10
4,139,7,20,0,3074,10
5,110,8,26,1913,2162,10
6,79,193,30,758,983,10
7,80,190,13,1778,2017,10
8,158,81,23,2046,2300,10
9,60,153,11,5,3012,10
10,141,8,20,2,3074,10
11,13,81,30,591,803,10
12,68,115,20,5,3027,10
13,151,132,6,663,889,10
14,88,143,17,5,3173,10
15,16,84,20,692,938,10
16,155,17,32,6,3116,10
17,69,150,17,2257,2538,10
18,55,87,30,3,3178,10
19,22,133,10,6,3046,10
20,10,20,14,6,3099,10
21,187,142,10,466,673,10
22,114,122,10,855,1088,10
23,78,119,30,286,418,10
24,199,115,20,467,635,10
25,185,124,10,427,583,10
26,46,22,10,11,3139,10
27,7,152,10,687,880,10
28,144,92,23,2052,2315,10
29,5,162,26,498,680,10
30,197,113,20,514,688,10
31,189,95,10,537,721,10
32,84,118,20,10,3138,10
33,28,77,12,882,1123,10
34,105,26,24,1299,1554,10
35,113,100,5,6,3198,10
36,139,97,4,2,3025,10
37,143,179,24,7,3137,10
38,111,189,3,2011,2264,10
39,119,37,20,1,3120,10
40,87,191,10,2,3006,10
41,80,167,10,2,3124,10
42,23,137,20,634,814,10
43,181,70,25,2101,2353,10
44,178,123,30,2,3001,10
45,45,142,15,1871,2162,10
46,151,66,11,299,440,10
47,68,50,10,545,731,10
48,159,196,6,9,3123,10
49,87,30,10,763,967,10
50,187,92,20,435,597,10
51,10,153,20,483,663,10
52,54,30,10,0,3153,10
53,54,37,21,2584,2890,10
54,180,147,10,583,792,10
55,154,59,17,275,420,10
56,93,13,30,581,780,10
57,38,190,10,564,750,10
58,104,88,25,7,3176,10
59,78,169,10,1154,1417,10
60,127,143,7,2178,2432,10
61,24,131,31,1237,1443,10
62,82,194,10,705,929,10
63,165,117,10,470,631,10
64,23,176,20,1415,1650,10
65,55,24,10,494,667,10
66,148,157,21,0,3144,10
67,186,91,10,391,551,10
68,26,138,10,755,956,10
69,78,184,20,834,1060,10
70,165,181,22,376,538,10
71,11,151,20,439,614,10
72,103,66,20,339,487,10
73,188,125,10,486,648,10
74,197,140,10,454,659,10
75,100,70,30,30,180,10
76,83,118,20,347,479,10
77,66,58,20,798,1031,10
78,83,188,30,300,464,10
79,12,154,10,532,713,10
80,158,20,19,1,3119,10
81,161,158,24,1576,1861,10
82,41,186,27,539,713,10
83,162,162,20,1383,1642,10
84,89,176,13,1710,1954,10
85,86,69,14,2,3033,10
86,20,72,21,1008,1250,10
87,41,182,30,349,510,10
88,178,147,10,628,870,10
89,140,11,10,4,3067,10
90,60,51,20,332,471,10
91,100,6,30,356,512,10
92,18,89,10,2,3097,10
93,85,110,10,0,3039,10
94,37,146,10,1247,1526,10
95,181,89,10,0,3056,10
96,26,147,20,2,2995,10
97,52,38,30,258,413,10
98,131,136,18,2525,2793,10
99,46,131,21,1368,1652,10
100,35,160,16,335,496,10
101,187,97,10,714,917,10
102,172,179,1,2258,2582,10
103,156,93,25,0,3145,10
104,85,164,23,10,3126,10
105,17,32,16,1892,2146,10
106,175,60,18,2,3092,10
107,82,48,8,3,3016,10
108,62,50,20,0,3143,10
109,137,1,10,0,3062,10
110,140,4,10,526,714,10
111,143,0,10,724,960,10
112,198,132,10,0,3024,10
113,25,146,30,432,602,10
114,137,10,21,1763,2008,10
115,15,88,10,437,633,10
116,38,183,10,1237,1465,10
117,121,48,17,1134,1386,10
118,62,15,29,364,521,10
119,19,38,16,1818,2082,10
120,144,59,18,1767,1994,10
121,125,78,11,6,3239,10
122,12,156,30,580,761,10
123,53,29,30,570,747,10
124,22,61,17,1081,1327,10
125,159,121,20,638,862,10
126,59,83,24,910,1144,10
127,59,57,10,2,3161,10
128,168,58,29,901,1112,10
129,12,85,10,540,746,10
130,85,193,25,1248,1480,10
131,155,107,10,2201,2475,10
132,195,132,6,0,2992,10
133,55,51,17,1077,1347,10
134,189,120,10,545,731,10
135,59,139,26,1289,1561,10
136,121,50,24,460,610,10
137,10,67,30,1,3088,10
138,52,28,10,438,605,10
139,17,150,20,330,483,10
140,101,67,20,368,535,10
141,69,47,10,502,677,10
142,164,113,20,11,3010,10
143,79,115,30,141,273,10
144,80,108,20,52,201,10
145,184,116,20,1,2993,10
146,27,135,10,805,1008,10
147,29,139,10,243,413,10
148,84,194,10,500,683,10
149,186,94,20,491,667,10
150,114,72,22,65,197,10
151,90,4,22,2,3037,10
152,41,187,20,450,619,10
153,92,178,26,1,3100,10
154,46,40,15,1013,1278,10
155,174,128,20,254,406,10
156,30,142,10,0,2999,10
157,28,193,30,716,920,10
158,185,96,30,804,1008,10
159,74,55,3,1406,1683,10
160,23,123,15,1162,1372,10
161,103,70,10,150,272,10
162,42,174,13,451,618,10
163,8,8,11,1,3091,10
164,83,81,21,16,173,10
165,57,54,20,275,430,10
166,26,45,8,897,1151,10
167,83,180,15,2,3093,10
168,70,37,10,6,3009,10
169,97,65,20,445,594,10
170,53,31,10,645,838,10
171,179,141,20,6,3183,10
172,100,53,22,2,3008,10
173,55,64,30,384,528,10
174,8,71,10,698,931,10
175,174,185,15,451,634,10
176,176,144,20,764,1007,10
177,123,36,10,460,621,10
178,142,60,13,1653,1878,10
179,53,61,20,332,472,10
180,62,38,19,2162,2441,10
181,123,33,20,512,673,10
182,136,111,19,2408,2761,10
183,28,160,27,6,2998,10
184,85,85,14,2278,2573,10
185,12,66,20,338,499,10
186,107,96,23,0,131,10
187,168,119,14,2239,2583,10
188,171,36,6,2537,2847,10
189,188,88,20,341,495,10
190,135,45,7,2,3095,10
191,26,41,14,585,800,10
192,195,129,40,673,864,10
193,108,141,13,1083,1329,10
194,75,134,16,8,3025,10
195,141,4,20,615,804,10
196,60,58,20,2,3078,10
197,196,137,20,416,603,10
198,7,142,20,807,1000,10
199,190,112,20,343,493,10
200,63,192,12,939,1153,10
201,97,129,11,6,3194,10
202,71,131,11,2,3027,10
203,159,105,20,2306,2577,10
204,109,48,3,548,749,10
205,189,83,43,820,1027,10
206,142,27,11,1482,1758,10
207,68,40,23,213,361,10
208,56,90,15,2117,2412,10
209,98,193,27,816,1042,10
210,121,36,20,1,3005,10
211,101,70,20,103,224,10
212,134,157,20,1673,1961,10
213,103,77,21,152,299,10
214,87,117,10,499,659,10
215,183,170,17,777,1022,10
216,193,12,3,1502,1789,10
217,127,60,23,7,3021,10
218,178,140,10,0,3186,10
219,95,50,25,950,1201,10
220,25,165,24,1508,1728,10
221,124,191,24,786,1020,10
222,138,69,9,19,3216,10
223,177,145,10,718,961,10
224,50,31,20,323,483,10
225,37,177,21,1687,1945,10
226,48,30,50,1,3147,10
227,197,29,16,1638,1932,10
228,40,130,1,551,729,10
229,23,168,13,1919,2183,10
230,24,140,20,578,762,10
231,20,59,20,2006,2272,10
232,81,183,11,350,510,10
233,190,109,10,753,955,10
234,28,187,16,2001,2259,10
235,145,19,20,1310,1578,10
236,164,37,19,416,578,10
237,186,96,20,760,964,10
238,105,70,10,195,325,10
239,140,6,30,478,666,10
240,146,166,24,1469,1741,10
241,56,148,20,2118,2389,10
242,66,52,10,605,798,10
243,53,59,20,0,3175,10
244,179,5,9,2157,2454,10
245,122,58,15,178,303,10
246,37,190,10,591,794,10
247,155,22,24,514,694,10
248,175,143,20,809,1053,10
249,199,132,10,570,765,10
250,131,92,22,67,198,10
251,83,197,20,653,876,10
252,180,66,13,336,483,10
253,87,195,10,552,737,10
254,129,176,18,594,780,10
255,185,123,30,387,539,10
256,77,115,20,230,361,10
257,7,119,30,1448,1664,10
258,195,97,20,603,788,10
259,162,118,20,523,747,10
260,196,111,30,0,3010,10
261,32,47,27,7,3117,10
262,100,144,17,998,1247,10
263,13,152,20,5,3020,10
264,192,113,20,392,543,10
265,25,143,20,480,654,10
266,51,31,20,0,3151,10
267,14,84,20,648,890,10
268,12,69,10,795,1048,10
269,165,113,10,245,390,10
270,138,72,8,583,795,10
271,135,0,10,837,1075,10
272,8,89,13,1,3090,10
273,110,110,14,2367,2725,10
274,177,146,10,684,915,10
275,87,196,30,18,3056,10
276,89,39,19,255,381,10
277,65,77,19,833,1067,10
278,63,149,17,0,3149,10
279,143,5,10,666,900,10
280,32,178,10,10,3084,10
281,193,111,20,656,858,10
282,162,123,40,595,807,10
283,67,127,21,10,3189,10
284,73,81,19,2811,3119,10
285,50,67,10,448,594,10
286,38,188,20,499,673,10
287,183,120,10,2,2999,10
288,129,38,10,306,446,10
289,35,186,10,841,1047,10
290,180,93,10,869,1073,10
291,146,3,24,1727,1968,10
292,8,154,20,1,3017,10
293,200,162,24,1993,2301,10
294,8,69,20,0,3085,10
295,131,38,20,259,398,10
296,78,115,10,186,317,10
297,123,31,20,4,3125,10
298,39,151,26,449,617,10
299,53,175,28,818,1027,10
300,1,54,14,1155,1403,10
301,40,95,25,1,3087,10
302,5,73,10,487,691,10
303,7,151,20,731,924,10
304,166,117,20,385,541,10
305,39,186,5,0,2999,10
306,165,116,10,1,3217,10
307,99,12,30,305,447,10
308,48,106,23,697,914,10
309,154,7,32,0,3010,10
310,18,35,24,2481,2758,10
311,135,171,27,657,857,10
312,11,118,33,453,640,10
313,78,72,9,82,217,10
314,19,51,19,665,894,10
315,69,133,8,122,261,10
316,56,59,30,228,382,10
317,99,45,21,333,463,10
318,103,67,20,294,417,10
319,53,79,14,2,3119,10
320,194,112,10,614,812,10
321,42,165,22,2,3113,10
322,68,156,28,1272,1537,10
323,172,114,20,314,460,10
324,98,4,20,409,565,10
325,104,176,19,931,1166,10
326,200,136,20,512,717,10
327,21,85,20,753,1000,10
328,67,138,11,285,426,10
329,111,129,27,32,193,10
330,97,7,20,475,637,10
331,114,112,17,0,3148,10
332,125,49,17,2,3010,10
333,75,173,30,258,408,10
334,42,72,18,730,936,10
335,53,180,4,1119,1341,10
336,174,194,8,1848,2154,10
337,39,112,26,525,698,10
338,6,193,13,1606,1843,10
339,6,67,10,429,625,10
340,14,92,30,382,575,10
