cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,150,26,16,3,3150,10
2,84,188,17,1938,2214,10
3,83,112,28,3,3338,10
4,191,124,7,6,3233,10
5,112,174,20,270,427,10
6,146,166,24,1469,1700,10
7,45,95,15,827,974,10
8,81,183,11,361,481,10
9,10,60,16,0,3218,10
10,142,27,11,4,3260,10
11,184,110,23,737,926,10
12,28,127,24,5,3191,10
13,67,127,21,67,250,10
14,16,141,20,2090,2374,10
15,148,157,21,1293,1469,10
16,154,184,36,3,3177,10
17,8,89,13,859,1002,10
18,74,163,21,2556,2856,10
19,25,48,11,2,3289,10
20,58,19,10,744,915,10
21,95,50,25,2,3219,10
22,130,149,17,2,3377,10
23,78,118,28,0,3327,10
24,86,69,14,684,921,10
25,5,122,15,0,3229,10
26,155,17,32,362,561,10
27,146,3,24,0,3264,10
28,76,93,7,3,3334,10
29,191,138,2,2,3176,10
30,28,160,27,1545,1842,10
31,114,153,23,1448,1595,10
32,70,28,11,1994,2280,10
33,90,4,22,422,582,10
34,53,175,28,0,3270,10
35,84,81,11,23,176,10
36,118,139,13,4,3175,10
37,118,45,28,0,3203,10
38,103,25,2,245,475,10
39,107,133,22,5,3271,10
40,129,176,18,607,738,10
41,186,149,25,366,564,10
42,73,81,19,13,3369,10
43,9,122,17,1465,1778,10
44,168,146,19,9,3252,10
45,172,161,6,3,3141,10
46,15,197,10,2415,2652,10
47,26,41,14,577,742,10
48,78,72,9,3,3180,10
49,112,6,39,1,3156,10
50,135,171,27,697,785,10
51,39,151,26,437,630,10
52,46,40,15,2,3305,10
53,138,72,8,573,730,10
54,53,79,14,1842,2159,10
55,75,134,16,1,3306,10
56,66,3,9,3,3230,10
57,153,19,3,1308,1618,10
58,17,32,16,5,3203,10
59,59,139,26,2,3287,10
60,100,53,22,3,3219,10
61,46,131,21,1340,1586,10
62,111,189,3,1,3235,10
63,62,15,29,2,3236,10
64,100,144,17,12,3336,10
65,70,130,8,0,3307,10
66,97,192,23,779,938,10
67,85,193,25,0,3238,10
68,197,29,16,7,3239,10
69,113,100,5,923,1139,10
70,71,114,25,1,3319,10
71,120,39,31,0,3263,10
72,125,53,24,1540,1742,10
73,172,186,35,1,3252,10
74,138,31,10,1558,1850,10
75,37,146,10,4,3257,10
76,12,131,28,527,688,10
77,1,54,14,4,3212,10
78,101,127,31,2,3357,10
79,42,165,22,1542,1776,10
80,149,176,16,8,3183,10
81,126,100,36,2,3444,10
82,148,196,13,1377,1566,10
83,78,136,31,4,3304,10
84,145,71,10,4,3352,10
85,179,95,19,1890,2173,10
86,124,191,24,796,935,10
87,38,101,10,1311,1567,10
88,104,88,25,2910,3243,10
89,57,118,21,3,3219,10
90,182,9,30,0,3246,10
91,7,119,30,0,3122,10
92,85,164,23,207,335,10
93,6,193,13,3,3211,10
94,154,7,32,1415,1653,10
95,180,66,13,3,3206,10
96,83,180,15,3,3221,10
97,130,55,28,1675,2022,10
