cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,20,59,20,459,608,10
2,178,61,19,340,439,10
3,39,186,5,132,287,10
4,182,110,15,127,245,10
5,186,65,39,408,593,10
6,58,19,10,153,288,10
7,60,71,22,223,320,10
8,86,150,22,480,560,10
9,40,95,25,470,606,10
10,123,90,21,31,148,10
11,55,100,22,0,170,10
12,18,35,24,565,762,10
13,88,152,13,45,243,10
14,26,41,14,109,248,10
15,24,131,31,276,401,10
16,97,192,23,176,263,10
17,63,44,14,447,634,10
18,1,54,14,262,389,10
19,134,157,20,384,520,10
20,176,132,10,297,452,10
21,155,17,32,99,218,10
22,159,187,9,423,602,10
23,174,194,8,440,563,10
24,136,90,18,38,200,10
25,1,149,35,379,506,10
26,83,180,15,225,355,10
27,63,141,14,116,242,10
28,39,112,26,98,204,10
29,184,140,15,303,479,10
30,50,31,20,59,237,10
31,28,160,27,345,515,10
32,143,179,24,249,356,10
33,74,163,21,594,766,10
34,39,151,26,0,207,10
35,171,69,19,104,291,10
36,153,19,3,277,445,10
37,111,189,3,453,616,10
38,5,122,15,310,468,10
39,159,105,20,527,712,10
40,49,99,32,122,290,10
41,53,175,28,161,310,10
42,48,106,23,127,243,10
43,101,127,31,31,120,10
44,149,78,6,402,553,10
45,78,169,10,230,401,10
46,157,142,13,74,281,10
47,75,170,17,486,633,10
48,156,93,25,369,530,10
49,5,130,15,568,744,10
50,158,81,23,482,597,10
51,85,85,14,519,733,10
52,189,83,43,166,297,10
53,66,3,9,307,466,10
54,45,95,15,184,252,10
55,162,162,20,308,436,10
56,84,188,17,428,600,10
57,38,101,10,268,440,10
58,55,51,17,202,400,10
59,176,58,21,168,343,10
60,48,94,15,324,456,10
61,173,147,19,421,621,10
62,35,9,29,208,346,10
63,112,42,33,402,566,10
64,11,118,33,90,246,10
65,155,22,24,101,278,10
66,42,174,13,107,227,10
67,154,7,32,309,448,10
68,181,39,11,325,501,10
69,60,153,11,69,210,10
70,171,36,6,569,773,10
71,158,132,12,361,446,10
72,112,174,20,0,200,10
73,97,129,11,531,712,10
74,68,191,15,469,670,10
75,124,191,24,150,295,10
76,86,110,18,488,654,10
