cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,41,49,10,0,209,10
2,35,17,7,0,202,10
3,55,45,13,54,215,10
4,55,20,19,138,190,10
5,15,30,26,20,221,10
6,25,30,3,78,149,10
7,20,50,5,0,179,10
8,10,43,9,87,121,10
9,55,60,16,89,133,10
10,30,60,16,109,168,10
11,20,65,12,59,99,10
12,50,35,19,18,219,10
13,30,25,23,148,201,10
14,15,10,20,33,196,10
15,30,5,8,51,85,10
16,10,20,19,30,158,10
17,5,30,2,127,211,10
18,20,40,12,42,141,10
19,15,60,17,35,159,10
20,45,65,9,82,206,10
21,45,20,11,19,213,10
22,45,10,18,77,138,10
23,55,5,29,61,101,10
24,65,35,3,58,212,10
25,65,20,6,154,208,10
26,45,30,17,60,238,10
27,35,40,16,3,75,10
28,41,37,16,0,138,10
29,64,42,9,31,175,10
30,40,60,21,50,107,10
31,31,52,27,20,206,10
32,35,69,23,68,207,10
33,53,52,11,25,106,10
34,65,55,14,37,210,10
35,63,65,8,118,203,10
36,2,60,5,44,133,10
37,20,20,8,42,208,10
38,5,5,16,78,117,10
39,60,12,31,37,128,10
40,40,25,9,67,131,10
41,42,7,5,75,141,10
42,24,12,5,25,99,10
43,23,3,7,79,191,10
44,11,14,18,61,100,10
45,6,38,16,30,106,10
46,2,48,1,63,201,10
47,8,56,27,38,201,10
48,13,52,36,29,220,10
49,6,68,30,92,150,10
50,47,47,13,31,210,10
51,49,58,10,30,159,10
52,27,43,9,0,200,10
53,37,31,14,82,127,10
54,57,29,18,91,220,10
55,63,23,2,128,176,10
56,53,12,6,106,176,10
57,32,12,7,42,166,10
58,36,26,18,182,232,10
59,21,24,28,17,212,10
60,17,34,3,71,225,10
61,12,24,13,29,143,10
62,24,58,19,47,89,10
63,27,69,10,36,188,10
64,15,77,9,48,120,10
65,62,77,20,60,129,10
66,49,73,25,107,178,10
67,67,5,25,73,116,10
68,56,39,36,119,203,10
69,37,47,6,31,72,10
70,37,56,5,127,227,10
71,57,68,15,42,171,10
72,47,16,25,24,213,10
73,44,17,9,9,142,10
74,46,13,8,138,181,10
75,49,11,18,30,203,10
76,49,42,13,65,98,10
77,53,43,14,169,228,10
78,61,52,3,75,152,10
79,57,48,23,86,126,10
80,56,37,6,136,222,10
81,55,54,26,59,153,10
82,15,47,16,24,226,10
83,14,37,11,0,200,10
84,11,31,7,93,128,10
85,16,22,41,24,193,10
86,4,18,35,49,165,10
87,28,18,26,89,123,10
88,26,52,9,50,115,10
89,26,35,15,68,236,10
90,31,67,3,46,172,10
91,15,19,1,27,207,10
92,22,22,2,0,61,10
93,18,24,22,130,216,10
94,26,27,27,35,193,10
95,25,24,20,0,212,10
96,22,27,11,53,223,10
97,25,21,12,94,197,10
98,19,21,10,21,207,10
99,20,26,9,74,112,10
100,18,18,17,159,209,10
