cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,25,85,20,0,926,10
2,22,75,30,2,981,10
3,22,85,10,0,925,10
4,20,80,40,646,869,10
5,20,85,20,0,924,10
6,18,75,20,390,567,10
7,15,75,20,11,1016,10
8,15,80,10,373,544,10
9,10,35,20,377,562,10
10,10,40,30,519,710,10
11,8,40,40,195,324,10
12,8,45,20,1,926,10
13,5,35,10,661,859,10
14,5,45,10,35,164,10
15,2,40,20,174,303,10
16,0,40,20,256,400,10
17,0,45,20,706,913,10
18,44,5,20,336,499,10
19,42,10,40,256,417,10
20,42,15,10,537,743,10
21,40,5,10,0,1017,10
22,40,15,40,379,552,10
23,38,5,30,207,361,10
24,38,15,10,682,915,10
25,35,5,20,786,1020,10
26,95,30,30,0,914,10
27,95,35,20,146,289,10
28,92,30,10,152,292,10
29,90,35,10,194,337,10
30,88,30,10,248,391,10
31,88,35,20,0,922,10
32,87,30,10,625,840,10
33,85,25,10,84,220,10
34,85,35,30,0,925,10
35,67,85,20,657,845,10
36,65,85,40,45,185,10
37,65,82,10,1,978,10
38,62,80,30,280,447,10
39,60,80,10,64,203,10
40,60,85,30,330,499,10
41,58,75,20,382,542,10
42,55,80,10,37,172,10
43,55,85,20,574,762,10
44,55,82,10,219,362,10
45,20,82,10,0,172,10
46,18,80,10,489,668,10
47,2,45,10,105,234,10
48,42,5,10,0,1016,10
49,42,12,10,449,646,10
50,72,35,30,0,1009,10
51,55,20,19,329,499,10
52,25,30,3,7,1057,10
53,20,50,5,379,540,10
54,55,60,16,601,789,10
55,30,60,16,605,787,10
56,50,35,19,558,772,10
57,30,25,23,402,580,10
58,15,10,20,785,1026,10
59,10,20,19,1,985,10
60,15,60,17,698,923,10
61,45,65,9,265,417,10
62,65,35,3,171,317,10
63,65,20,6,40,174,10
64,45,30,17,200,345,10
65,35,40,16,0,135,10
66,41,37,16,568,779,10
67,64,42,9,268,419,10
68,40,60,21,612,800,10
69,31,52,27,157,294,10
70,35,69,23,811,1046,10
71,65,55,14,241,393,10
72,63,65,8,1,993,10
73,2,60,5,287,429,10
74,20,20,8,645,843,10
75,5,5,16,1,1012,10
76,60,12,31,273,438,10
77,23,3,7,765,1002,10
78,8,56,27,369,534,10
79,6,68,30,353,523,10
80,47,47,13,822,1023,10
81,49,58,10,363,534,10
82,27,43,9,2,942,10
83,37,31,14,4,1020,10
84,57,29,18,406,592,10
85,63,23,2,5,928,10
86,21,24,28,349,533,10
87,12,24,13,363,512,10
88,24,58,19,263,401,10
89,67,5,25,725,945,10
90,37,47,6,365,545,10
91,49,42,13,0,942,10
92,53,43,14,14,140,10
93,61,52,3,809,1006,10
94,57,48,23,2,1013,10
95,56,37,6,2,938,10
96,55,54,26,5,1011,10
97,4,18,35,552,743,10
98,26,52,9,8,952,10
99,26,35,15,315,468,10
100,31,67,3,815,1044,10
