cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,25,85,20,388,942,10
2,22,75,30,30,574,10
3,22,85,10,353,739,10
4,20,80,40,425,944,10
5,20,85,20,40,661,10
6,18,75,20,228,695,10
7,15,75,20,165,586,10
8,15,80,10,232,655,10
9,10,35,20,219,692,10
10,10,40,30,406,800,10
11,8,40,40,33,522,10
12,8,45,20,50,530,10
13,5,35,10,395,955,10
14,5,45,10,37,747,10
15,2,40,20,39,539,10
16,0,40,20,94,546,10
17,0,45,20,394,959,10
18,44,5,20,218,588,10
19,42,10,40,86,560,10
20,42,15,10,391,822,10
21,40,5,10,45,534,10
22,40,15,40,230,660,10
23,38,5,30,51,540,10
24,38,15,10,389,934,10
25,35,5,20,386,924,10
26,95,30,30,389,834,10
27,95,35,20,57,646,10
28,92,30,10,55,621,10
29,90,35,10,52,582,10
30,88,30,10,90,567,10
31,88,35,20,50,580,10
32,87,30,10,425,944,10
33,85,25,10,52,649,10
34,85,35,30,342,797,10
35,67,85,20,410,936,10
36,65,85,40,43,648,10
37,65,82,10,411,855,10
38,62,80,30,114,585,10
39,60,80,10,36,682,10
40,60,85,30,191,617,10
41,58,75,20,205,706,10
42,55,80,10,33,594,10
43,55,85,20,429,869,10
44,55,82,10,50,530,10
45,20,82,10,37,628,10
46,18,80,10,315,813,10
47,2,45,10,39,619,10
48,42,5,10,396,924,10
49,42,12,10,341,676,10
50,72,35,30,351,828,10
51,55,20,19,163,677,10
52,25,30,3,25,523,10
53,20,50,5,233,637,10
54,55,60,16,450,912,10
55,30,60,16,420,956,10
56,50,35,19,393,915,10
57,30,25,23,229,696,10
58,15,10,20,405,928,10
59,10,20,19,43,738,10
60,15,60,17,409,982,10
61,45,65,9,116,558,10
62,65,35,3,29,594,10
63,65,20,6,40,656,10
64,45,30,17,20,505,10
65,35,40,16,0,534,10
66,41,37,16,405,921,10
67,64,42,9,103,600,10
68,40,60,21,439,972,10
69,31,52,27,0,512,10
70,35,69,23,331,991,10
71,65,55,14,88,541,10
72,63,65,8,28,645,10
73,2,60,5,137,576,10
74,20,20,8,433,950,10
75,5,5,16,66,550,10
76,60,12,31,134,587,10
77,23,3,7,391,922,10
78,8,56,27,194,676,10
79,6,68,30,218,631,10
80,47,47,13,445,991,10
81,49,58,10,251,616,10
82,27,43,9,17,511,10
83,37,31,14,20,572,10
84,57,29,18,260,719,10
85,63,23,2,199,673,10
86,21,24,28,212,643,10
87,12,24,13,273,599,10
88,24,58,19,85,553,10
89,67,5,25,329,958,10
90,37,47,6,199,635,10
91,49,42,13,448,984,10
92,53,43,14,16,595,10
93,61,52,3,374,969,10
94,57,48,23,270,679,10
95,56,37,6,24,551,10
96,55,54,26,418,864,10
97,4,18,35,426,818,10
98,26,52,9,14,501,10
99,26,35,15,149,592,10
100,31,67,3,356,990,10
