cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,25,85,20,2,208,10
2,22,75,30,0,212,10
3,22,85,10,0,207,10
4,20,80,40,141,193,10
5,20,85,20,0,206,10
6,18,75,20,97,147,10
7,15,75,20,4,208,10
8,15,80,10,93,141,10
9,10,35,20,97,137,10
10,10,40,30,119,165,10
11,8,40,40,44,97,10
12,8,45,20,0,220,10
13,5,35,10,144,191,10
14,5,45,10,0,70,10
15,2,40,20,58,96,10
16,0,40,20,72,110,10
17,0,45,20,152,202,10
18,44,5,20,87,130,10
19,42,10,40,56,113,10
20,42,15,10,122,181,10
21,40,5,10,0,198,10
22,40,15,40,96,150,10
23,38,5,30,67,108,10
24,38,15,10,148,207,10
25,35,5,20,154,197,10
26,95,30,30,0,196,10
27,95,35,20,64,117,10
28,92,30,10,65,114,10
29,90,35,10,67,107,10
30,88,30,10,75,115,10
31,88,35,20,3,207,10
32,87,30,10,131,172,10
33,85,25,10,0,100,10
34,85,35,30,0,210,10
35,67,85,20,139,198,10
36,65,85,40,0,90,10
37,65,82,10,1,219,10
38,62,80,30,76,129,10
39,60,80,10,0,81,10
40,60,85,30,87,137,10
41,58,75,20,94,148,10
42,55,80,10,0,75,10
43,55,85,20,130,187,10
44,55,82,10,66,114,10
45,20,82,10,38,81,10
46,18,80,10,113,165,10
47,2,45,10,45,80,10
48,42,5,10,0,197,10
49,42,12,10,105,163,10
50,72,35,30,0,222,10
51,55,20,19,86,137,10
52,25,30,3,6,234,10
53,20,50,5,87,130,10
54,55,60,16,139,200,10
55,30,60,16,148,193,10
56,50,35,19,133,189,10
57,30,25,23,96,144,10
58,15,10,20,155,207,10
59,10,20,19,0,209,10
60,15,60,17,159,211,10
61,45,65,9,59,115,10
62,65,35,3,50,92,10
63,65,20,6,40,85,10
64,45,30,17,45,92,10
65,35,40,16,0,45,10
66,41,37,16,134,194,10
67,64,42,9,70,120,10
68,40,60,21,146,205,10
69,31,52,27,31,73,10
70,35,69,23,181,236,10
71,65,55,14,60,114,10
72,63,65,8,1,234,10
73,2,60,5,66,112,10
74,20,20,8,144,193,10
75,5,5,16,0,193,10
76,60,12,31,78,125,10
77,23,3,7,151,195,10
78,8,56,27,91,128,10
79,6,68,30,90,129,10
80,47,47,13,192,261,10
81,49,58,10,88,138,10
82,27,43,9,0,221,10
83,37,31,14,1,216,10
84,57,29,18,101,151,10
85,63,23,2,0,209,10
86,21,24,28,90,134,10
87,12,24,13,98,136,10
88,24,58,19,59,103,10
89,67,5,25,151,198,10
90,37,47,6,92,145,10
91,49,42,13,0,222,10
92,53,43,14,0,50,10
93,61,52,3,185,244,10
94,57,48,23,2,250,10
95,56,37,6,2,217,10
96,55,54,26,0,245,10
97,4,18,35,124,170,10
98,26,52,9,5,246,10
99,26,35,15,71,120,10
100,31,67,3,180,234,10
