cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,41,49,10,4,225,10
2,35,17,7,0,202,10
3,55,45,13,2,223,10
4,55,20,19,147,168,10
5,15,30,26,0,206,10
6,25,30,3,101,121,10
7,20,50,5,0,207,10
8,10,43,9,92,129,10
9,55,60,16,91,112,10
10,30,60,16,120,161,10
11,20,65,12,69,93,10
12,50,35,19,3,215,10
13,30,25,23,160,180,10
14,15,10,20,3,199,10
15,30,5,8,62,83,10
16,10,20,19,1,211,10
17,5,30,2,157,188,10
18,20,40,12,3,243,10
19,15,60,17,3,200,10
20,45,65,9,3,201,10
21,45,20,11,0,224,10
22,45,10,18,84,112,10
23,55,5,29,71,95,10
24,65,35,3,1,213,10
25,65,20,6,170,191,10
26,45,30,17,0,212,10
27,35,40,16,32,47,10
28,41,37,16,4,249,10
29,64,42,9,0,214,10
30,40,60,21,65,86,10
31,31,52,27,0,230,10
32,35,69,23,1,221,10
33,53,52,11,36,58,10
34,65,55,14,2,206,10
35,63,65,8,144,177,10
36,2,60,5,0,68,10
37,20,20,8,1,225,10
38,5,5,16,87,112,10
39,60,12,31,25,68,10
40,40,25,9,73,99,10
41,42,7,5,100,124,10
42,24,12,5,5,50,10
43,23,3,7,0,195,10
44,11,14,18,71,94,10
45,6,38,16,29,47,10
46,2,48,1,3,211,10
47,8,56,27,4,216,10
48,13,52,36,2,226,10
49,6,68,30,113,149,10
50,47,47,13,0,211,10
51,49,58,10,2,209,10
52,27,43,9,0,213,10
53,37,31,14,97,112,10
54,57,29,18,4,211,10
55,63,23,2,134,167,10
56,53,12,6,130,147,10
57,32,12,7,1,209,10
58,36,26,18,204,237,10
59,21,24,28,0,227,10
60,17,34,3,0,202,10
61,12,24,13,1,217,10
62,24,58,19,47,76,10
63,27,69,10,0,217,10
64,15,77,9,68,109,10
65,62,77,20,54,81,10
66,49,73,25,117,147,10
67,67,5,25,83,110,10
68,56,39,36,144,165,10
69,37,47,6,47,62,10
70,37,56,5,183,229,10
71,57,68,15,0,196,10
72,47,16,25,0,218,10
73,44,17,9,0,221,10
74,46,13,8,151,179,10
75,49,11,18,0,198,10
76,49,42,13,72,97,10
77,53,43,14,180,221,10
78,61,52,3,90,127,10
79,57,48,23,96,120,10
80,56,37,6,182,205,10
81,55,54,26,5,222,10
82,15,47,16,1,232,10
83,14,37,11,0,204,10
84,11,31,7,93,131,10
85,16,22,41,1,220,10
86,4,18,35,0,204,10
87,28,18,26,94,112,10
88,26,52,9,75,94,10
89,26,35,15,3,253,10
90,31,67,3,1,220,10
91,15,19,1,0,219,10
92,22,22,2,0,36,10
93,18,24,22,192,223,10
94,26,27,27,0,212,10
95,25,24,20,1,212,10
96,22,27,11,0,209,10
97,25,21,12,0,209,10
98,19,21,10,0,207,10
99,20,26,9,85,102,10
100,18,18,17,185,221,10
