cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,52,75,10,314,477,90
2,45,70,30,213,375,90
3,62,69,10,1167,1341,90
4,60,66,10,1262,1436,90
5,42,65,10,25,187,90
6,16,42,20,500,666,90
7,58,70,20,1073,1246,90
8,34,60,20,2887,3084,90
9,28,70,10,2603,2796,90
10,35,66,10,2791,2987,90
11,35,69,10,2698,2894,90
12,25,85,20,2119,2306,90
13,22,75,30,2405,2597,90
14,22,85,10,2026,2213,90
15,20,80,40,2218,2406,90
16,20,85,40,1936,2121,90
17,18,75,20,2312,2503,90
18,15,75,20,1742,1926,90
19,15,80,10,1837,2021,90
20,30,50,10,0,170,90
21,30,56,20,2985,3182,90
22,28,52,20,23,184,90
23,14,66,10,1645,1826,90
24,25,50,10,117,279,90
25,22,66,40,2504,2696,90
26,8,62,10,1547,1726,90
27,23,52,10,210,373,90
28,4,55,20,1450,1625,90
29,20,50,10,398,564,90
30,20,55,10,304,469,90
31,10,35,20,782,953,90
32,10,40,30,594,764,90
33,8,40,40,685,856,90
34,8,45,20,1346,1521,90
35,5,35,10,876,1048,90
36,5,45,10,1253,1428,90
37,2,40,20,973,1146,90
38,0,40,30,1063,1238,90
39,0,45,20,1158,1333,90
40,36,18,10,1820,2000,90
41,35,32,10,2758,2946,90
42,33,32,20,2666,2854,90
43,33,35,10,2573,2761,90
44,32,20,10,1914,2095,90
45,30,30,10,2107,2292,90
46,34,25,30,2010,2193,90
47,30,35,10,2480,2668,90
48,36,40,10,2856,3045,90
49,48,20,10,969,1140,90
50,26,32,10,2292,2479,90
51,25,30,10,2200,2387,90
52,25,35,10,2385,2573,90
53,44,5,20,1257,1433,90
54,42,10,40,1160,1336,90
55,42,15,10,1068,1241,90
56,40,5,30,1350,1527,90
57,38,15,40,1725,1905,90
58,38,5,30,1442,1619,90
59,38,10,10,1632,1810,90
60,35,5,20,1535,1712,90
61,50,30,10,401,566,90
62,50,35,20,120,285,90
63,50,40,50,25,190,90
64,48,30,10,493,658,90
65,44,25,10,872,1041,90
66,47,35,10,588,754,90
67,47,40,10,0,177,90
68,42,30,10,778,944,90
69,45,35,10,680,846,90
70,95,30,30,2321,2513,90
71,95,35,20,2226,2418,90
72,53,30,10,308,473,90
73,92,30,10,2414,2606,90
74,53,35,50,213,378,90
75,45,65,20,118,280,90
76,90,35,10,2134,2323,90
77,72,45,10,2903,3105,90
78,78,40,20,2805,3004,90
79,87,30,10,2609,2805,90
80,85,25,10,2516,2708,90
81,85,35,30,2704,2902,90
82,75,55,20,1925,2108,90
83,72,55,10,1832,2015,90
84,70,58,20,1642,1822,90
85,86,46,30,2034,2218,90
86,66,55,10,1738,1919,90
87,64,46,20,3098,3308,90
88,65,60,30,1546,1725,90
89,56,64,10,1356,1532,90
90,60,55,10,3122,3333,90
91,60,60,10,1453,1630,90
92,67,85,20,694,862,90
93,42,58,40,0,170,90
94,65,82,10,789,957,90
95,62,80,30,882,1052,90
96,62,40,10,3004,3210,90
97,60,85,30,597,765,90
98,58,75,20,980,1151,90
99,55,80,10,409,575,90
100,55,85,20,502,670,90
