cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,45,68,10,912,976,90
2,45,70,30,826,879,90
3,42,66,10,65,148,90
4,42,68,10,727,789,90
5,42,65,10,0,69,90
6,40,69,20,621,709,90
7,40,66,20,170,227,90
8,38,68,20,256,328,90
9,38,70,10,534,611,90
10,35,66,10,358,415,90
11,35,69,10,448,510,90
12,25,85,20,652,734,90
13,22,75,30,0,105,90
14,22,85,10,567,633,90
15,20,80,40,384,442,90
16,20,85,40,475,541,90
17,18,75,20,99,161,90
18,15,75,20,179,267,90
19,15,80,10,278,358,90
20,30,50,10,0,73,90
21,30,52,20,914,967,90
22,28,52,20,812,885,90
23,28,55,10,732,779,90
24,25,50,10,65,144,90
25,25,52,40,169,224,90
26,25,55,10,622,703,90
27,23,52,10,261,316,90
28,23,55,20,546,595,90
29,20,50,10,359,407,90
30,20,55,10,449,506,90
31,10,35,20,201,247,90
32,10,40,30,0,109,90
33,8,40,40,87,167,90
34,8,45,20,751,829,90
35,5,35,10,283,354,90
36,5,45,10,665,729,90
37,2,40,20,385,447,90
38,0,40,30,479,535,90
39,0,45,20,567,637,90
40,35,30,10,264,327,90
41,35,32,10,166,241,90
42,33,32,20,68,155,90
43,33,35,10,0,86,90
44,32,30,10,359,418,90
45,30,30,10,541,607,90
46,30,32,30,449,516,90
47,30,35,10,1054,1136,90
48,28,30,10,632,700,90
49,28,35,10,1001,1075,90
50,26,32,10,815,888,90
51,25,30,10,725,793,90
52,25,35,10,912,978,90
53,44,5,20,287,349,90
54,42,10,40,186,257,90
55,42,15,10,95,158,90
56,40,5,30,385,438,90
57,40,15,40,0,87,90
58,38,5,30,471,536,90
59,38,15,10,653,745,90
60,35,5,20,562,631,90
61,50,30,10,531,615,90
62,50,35,20,262,322,90
63,50,40,50,171,223,90
64,48,30,10,632,698,90
65,48,40,10,76,134,90
66,47,35,10,827,882,90
67,47,40,10,0,82,90
68,45,30,10,734,782,90
69,45,35,10,916,976,90
70,95,30,30,387,469,90
71,95,35,20,293,373,90
72,53,30,10,450,510,90
73,92,30,10,478,564,90
74,53,35,50,353,417,90
75,45,65,20,997,1077,90
76,90,35,10,203,273,90
77,88,30,10,574,656,90
78,88,35,20,109,183,90
79,87,30,10,668,744,90
80,85,25,10,770,835,90
81,85,35,30,0,137,90
82,75,55,20,369,425,90
83,72,55,10,265,343,90
84,70,58,20,460,530,90
85,68,60,30,556,620,90
86,66,55,10,173,243,90
87,65,55,20,85,149,90
88,65,60,30,645,716,90
89,63,58,10,738,811,90
90,60,55,10,0,89,90
91,60,60,10,837,900,90
92,67,85,20,369,458,90
93,65,85,40,475,535,90
94,65,82,10,286,352,90
95,62,80,30,196,253,90
96,60,80,10,96,170,90
97,60,85,30,561,639,90
98,58,75,20,0,97,90
99,55,80,10,743,837,90
100,55,85,20,647,743,90
