cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,41,49,10,190,1003,10
2,35,17,7,20,863,10
3,55,45,13,291,859,10
4,55,20,19,680,864,10
5,15,30,26,20,990,10
6,25,30,3,356,613,10
7,20,50,5,75,676,10
8,10,43,9,396,547,10
9,55,60,16,394,549,10
10,30,60,16,519,752,10
11,20,65,12,208,364,10
12,50,35,19,22,759,10
13,30,25,23,697,898,10
14,15,10,20,32,753,10
15,30,5,8,175,312,10
16,10,20,19,102,575,10
17,5,30,2,677,1014,10
18,20,40,12,232,603,10
19,15,60,17,98,563,10
20,45,65,9,420,880,10
21,45,20,11,20,780,10
22,45,10,18,350,610,10
23,55,5,29,209,347,10
24,65,35,3,435,1038,10
25,65,20,6,827,1023,10
26,45,30,17,328,1000,10
27,35,40,16,39,315,10
28,41,37,16,0,528,10
29,64,42,9,32,555,10
30,40,60,21,187,442,10
31,31,52,27,20,778,10
32,35,69,23,485,1009,10
33,53,52,11,18,309,10
34,65,55,14,266,956,10
35,63,65,8,631,950,10
36,2,60,5,41,339,10
37,20,20,8,339,1038,10
38,5,5,16,298,436,10
39,60,12,31,37,370,10
40,40,25,9,302,547,10
41,42,7,5,337,629,10
42,24,12,5,26,301,10
43,23,3,7,462,931,10
44,11,14,18,234,375,10
45,6,38,16,29,334,10
46,2,48,1,341,857,10
47,8,56,27,36,616,10
48,13,52,36,202,978,10
49,6,68,30,446,648,10
50,47,47,13,274,1002,10
51,49,58,10,177,673,10
52,27,43,9,13,751,10
53,37,31,14,409,548,10
54,57,29,18,479,972,10
55,63,23,2,622,805,10
56,53,12,6,525,814,10
57,32,12,7,251,774,10
58,36,26,18,857,1057,10
59,21,24,28,17,979,10
60,17,34,3,450,1057,10
61,12,24,13,126,598,10
62,24,58,19,169,333,10
63,27,69,10,35,645,10
64,15,77,9,158,436,10
65,62,77,20,52,325,10
66,49,73,25,540,824,10
67,67,5,25,291,426,10
68,56,39,36,577,892,10
69,37,47,6,166,321,10
70,37,56,5,670,1031,10
71,57,68,15,90,550,10
72,47,16,25,22,970,10
73,44,17,9,143,618,10
74,46,13,8,683,863,10
75,49,11,18,32,729,10
76,49,42,13,281,417,10
77,53,43,14,823,1030,10
78,61,52,3,326,604,10
79,57,48,23,378,514,10
80,56,37,6,720,1048,10
81,55,54,26,269,645,10
82,15,47,16,24,779,10
83,14,37,11,23,866,10
84,11,31,7,425,578,10
85,16,22,41,111,761,10
86,4,18,35,231,649,10
87,28,18,26,398,512,10
88,26,52,9,219,482,10
89,26,35,15,409,1068,10
90,31,67,3,226,710,10
91,15,19,1,224,1023,10
92,22,22,2,18,166,10
93,18,24,22,691,1048,10
94,26,27,27,190,789,10
95,25,24,20,0,800,10
96,22,27,11,344,990,10
97,25,21,12,464,900,10
98,19,21,10,21,827,10
99,20,26,9,330,473,10
100,18,18,17,821,1044,10
