cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,45,68,10,885,1003,90
2,45,70,30,803,902,90
3,42,66,10,25,188,90
4,42,68,10,699,817,90
5,42,65,10,0,122,90
6,40,69,20,580,750,90
7,40,66,20,142,255,90
8,38,68,20,221,363,90
9,38,70,10,499,646,90
10,35,66,10,332,441,90
11,35,69,10,420,538,90
12,25,85,20,617,769,90
13,22,75,30,0,168,90
14,22,85,10,541,659,90
15,20,80,40,362,464,90
16,20,85,40,448,568,90
17,18,75,20,75,185,90
18,15,75,20,142,304,90
19,15,80,10,244,392,90
20,30,50,10,0,137,90
21,30,52,20,888,993,90
22,28,52,20,776,921,90
23,28,55,10,709,802,90
24,25,50,10,25,184,90
25,25,52,40,142,251,90
26,25,55,10,582,743,90
27,23,52,10,234,343,90
28,23,55,20,523,618,90
29,20,50,10,336,430,90
30,20,55,10,422,533,90
31,10,35,20,182,266,90
32,10,40,30,0,179,90
33,8,40,40,52,202,90
34,8,45,20,719,861,90
35,5,35,10,252,385,90
36,5,45,10,639,755,90
37,2,40,20,359,473,90
38,0,40,30,457,557,90
39,0,45,20,538,666,90
40,35,30,10,236,355,90
41,35,32,10,132,275,90
42,33,32,20,27,196,90
43,33,35,10,0,150,90
44,32,30,10,332,445,90
45,30,30,10,512,636,90
46,30,32,30,418,547,90
47,30,35,10,982,1136,90
48,28,30,10,601,731,90
49,28,35,10,969,1107,90
50,26,32,10,783,920,90
51,25,30,10,695,823,90
52,25,35,10,883,1007,90
53,44,5,20,256,380,90
54,42,10,40,150,293,90
55,42,15,10,63,190,90
56,40,5,30,359,464,90
57,40,15,40,0,140,90
58,38,5,30,439,568,90
59,38,15,10,609,789,90
60,35,5,20,529,664,90
61,50,30,10,491,655,90
62,50,35,20,235,349,90
63,50,40,50,147,247,90
64,48,30,10,601,729,90
65,48,40,10,50,160,90
66,47,35,10,803,906,90
67,47,40,10,0,148,90
68,45,30,10,712,804,90
69,45,35,10,889,1003,90
70,95,30,30,353,503,90
71,95,35,20,260,406,90
72,53,30,10,422,538,90
73,92,30,10,442,600,90
74,53,35,50,323,447,90
75,45,65,20,962,1112,90
76,90,35,10,175,301,90
77,88,30,10,539,691,90
78,88,35,20,78,214,90
79,87,30,10,636,776,90
80,85,25,10,745,860,90
81,85,35,30,0,214,90
82,75,55,20,344,450,90
83,72,55,10,228,380,90
84,70,58,20,427,563,90
85,68,60,30,528,648,90
86,66,55,10,141,275,90
87,65,55,20,56,178,90
88,65,60,30,614,747,90
89,63,58,10,706,843,90
90,60,55,10,0,153,90
91,60,60,10,810,927,90
92,67,85,20,332,495,90
93,65,85,40,453,557,90
94,65,82,10,261,377,90
95,62,80,30,174,275,90
96,60,80,10,65,201,90
97,60,85,30,531,669,90
98,58,75,20,0,152,90
99,55,80,10,705,875,90
100,55,85,20,608,782,90
