cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,25,85,20,0,939,10
2,22,75,30,0,952,10
3,22,85,10,0,938,10
4,20,80,40,646,795,10
5,20,85,20,0,937,10
6,18,75,20,1,949,10
7,15,75,20,4,941,10
8,15,80,10,367,514,10
9,10,35,20,372,546,10
10,10,40,30,2,924,10
11,8,40,40,195,321,10
12,8,45,20,0,923,10
13,5,35,10,653,828,10
14,5,45,10,0,920,10
15,2,40,20,174,300,10
16,0,40,20,0,914,10
17,0,45,20,0,915,10
18,44,5,20,5,942,10
19,42,10,40,0,947,10
20,42,15,10,0,952,10
21,40,5,10,0,943,10
22,40,15,40,0,994,10
23,38,5,30,201,359,10
24,38,15,10,2,993,10
25,35,5,20,785,980,10
26,95,30,30,0,930,10
27,95,35,20,0,931,10
28,92,30,10,0,933,10
29,90,35,10,0,936,10
30,88,30,10,0,937,10
31,88,35,20,0,938,10
32,87,30,10,1,937,10
33,85,25,10,4,935,10
34,85,35,30,0,941,10
35,67,85,20,0,918,10
36,65,85,40,0,919,10
37,65,82,10,1,923,10
38,62,80,30,279,413,10
39,60,80,10,1,926,10
40,60,85,30,0,922,10
41,58,75,20,2,930,10
42,55,80,10,0,929,10
43,55,85,20,0,924,10
44,55,82,10,217,350,10
45,20,82,10,1,940,10
46,18,80,10,0,939,10
47,2,45,10,0,917,10
48,42,5,10,0,942,10
49,42,12,10,0,949,10
50,72,35,30,0,953,10
51,55,20,19,6,937,10
52,25,30,3,0,974,10
53,20,50,5,367,505,10
54,55,60,16,0,939,10
55,30,60,16,600,755,10
56,50,35,19,1,973,10
57,30,25,23,6,967,10
58,15,10,20,785,972,10
59,10,20,19,0,971,10
60,15,60,17,3,937,10
61,45,65,9,3,976,10
62,65,35,3,159,301,10
63,65,20,6,1,943,10
64,45,30,17,2,974,10
65,35,40,16,1,1021,10
66,41,37,16,2,984,10
67,64,42,9,270,411,10
68,40,60,21,2,985,10
69,31,52,27,147,279,10
70,35,69,23,1,969,10
71,65,55,14,1,942,10
72,63,65,8,0,938,10
73,2,60,5,2,930,10
74,20,20,8,645,829,10
75,5,5,16,0,958,10
76,60,12,31,272,421,10
77,23,3,7,768,958,10
78,8,56,27,2,934,10
79,6,68,30,355,495,10
80,47,47,13,0,945,10
81,49,58,10,0,942,10
82,27,43,9,0,938,10
83,37,31,14,2,1012,10
84,57,29,18,400,543,10
85,63,23,2,3,945,10
86,21,24,28,7,980,10
87,12,24,13,363,532,10
88,24,58,19,1,967,10
89,67,5,25,7,925,10
90,37,47,6,1,1030,10
91,49,42,13,1,941,10
92,53,43,14,14,139,10
93,61,52,3,2,948,10
94,57,48,23,2,940,10
95,56,37,6,1,970,10
96,55,54,26,2,942,10
97,4,18,35,1,966,10
98,26,52,9,0,937,10
99,26,35,15,311,476,10
100,31,67,3,810,967,10
