cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,52,75,10,74,717,90
2,45,70,30,20,662,90
3,62,69,10,927,1581,90
4,60,66,10,1022,1676,90
5,42,65,10,15,657,90
6,16,42,20,260,906,90
7,58,70,20,833,1486,90
8,34,60,20,2647,3326,90
9,28,70,10,2363,3038,90
10,35,66,10,2551,3229,90
11,35,69,10,2458,3136,90
12,25,85,20,1879,2549,90
13,22,75,30,2166,2839,90
14,22,85,10,1786,2456,90
15,20,80,40,1978,2648,90
16,20,85,40,1696,2364,90
17,18,75,20,2071,2735,90
18,15,75,20,1502,2166,90
19,15,80,10,1599,2264,90
20,30,50,10,0,650,90
21,30,56,20,2650,3329,90
22,28,52,20,13,654,90
23,14,66,10,1405,2066,90
24,25,50,10,16,658,90
25,22,66,40,2264,2938,90
26,8,62,10,1307,1966,90
27,23,52,10,18,661,90
28,4,55,20,1210,1865,90
29,20,50,10,158,804,90
30,20,55,10,64,709,90
31,10,35,20,542,1193,90
32,10,40,30,354,1004,90
33,8,40,40,445,1096,90
34,8,45,20,1106,1761,90
35,5,35,10,636,1288,90
36,5,45,10,1013,1668,90
37,2,40,20,733,1386,90
38,0,40,30,823,1478,90
39,0,45,20,918,1573,90
40,36,18,10,1580,2240,90
41,35,32,10,2518,3188,90
42,33,32,20,2427,3096,90
43,33,35,10,2334,3004,90
44,32,20,10,1674,2335,90
45,30,30,10,1867,2532,90
46,34,25,30,1770,2433,90
47,30,35,10,2240,2908,90
48,36,40,10,2618,3290,90
49,48,20,10,729,1380,90
50,26,32,10,2052,2719,90
51,25,30,10,1960,2627,90
52,25,35,10,2145,2813,90
53,44,5,20,1017,1673,90
54,42,10,40,920,1576,90
55,42,15,10,828,1481,90
56,40,5,30,1110,1767,90
57,38,15,40,1485,2145,90
58,38,5,30,1202,1859,90
59,38,10,10,1392,2050,90
60,35,5,20,1295,1952,90
61,50,30,10,161,806,90
62,50,35,20,18,663,90
63,50,40,50,14,659,90
64,48,30,10,253,898,90
65,44,25,10,632,1281,90
66,47,35,10,348,994,90
67,47,40,10,0,657,90
68,42,30,10,538,1184,90
69,45,35,10,440,1086,90
70,95,30,30,2081,2754,90
71,95,35,20,1986,2659,90
72,53,30,10,68,713,90
73,92,30,10,2174,2847,90
74,53,35,50,19,664,90
75,45,65,20,15,657,90
76,90,35,10,1894,2564,90
77,72,45,10,2630,3313,90
78,78,40,20,2565,3245,90
79,87,30,10,2369,3046,90
80,85,25,10,2276,2949,90
81,85,35,30,2464,3142,90
82,75,55,20,1685,2349,90
83,72,55,10,1593,2256,90
84,70,58,20,1403,2063,90
85,86,46,30,1794,2458,90
86,66,55,10,1496,2156,90
87,64,46,20,2636,3326,90
88,65,60,30,1306,1965,90
89,56,64,10,1116,1772,90
90,60,55,10,2642,3334,90
91,60,60,10,1213,1870,90
92,67,85,20,454,1102,90
93,42,58,40,0,650,90
94,65,82,10,549,1197,90
95,62,80,30,642,1292,90
96,62,40,10,2638,3325,90
97,60,85,30,357,1005,90
98,58,75,20,740,1391,90
99,55,80,10,169,815,90
100,55,85,20,262,910,90
