cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,45,68,10,830,1058,90
2,45,70,30,757,948,90
3,42,66,10,16,338,90
4,42,68,10,643,873,90
5,42,65,10,0,228,90
6,40,69,20,499,831,90
7,40,66,20,87,310,90
8,38,68,20,151,433,90
9,38,70,10,429,716,90
10,35,66,10,280,493,90
11,35,69,10,363,595,90
12,25,85,20,547,839,90
13,22,75,30,0,293,90
14,22,85,10,489,711,90
15,20,80,40,318,508,90
16,20,85,40,394,622,90
17,18,75,20,33,239,90
18,15,75,20,68,378,90
19,15,80,10,176,460,90
20,30,50,10,0,265,90
21,30,52,20,836,1045,90
22,28,52,20,704,993,90
23,28,55,10,664,847,90
24,25,50,10,15,333,90
25,25,52,40,88,305,90
26,25,55,10,502,823,90
27,23,52,10,179,398,90
28,23,55,20,476,665,90
29,20,50,10,289,477,90
30,20,55,10,368,587,90
31,10,35,20,145,303,90
32,10,40,30,0,318,90
33,8,40,40,33,322,90
34,8,45,20,655,925,90
35,5,35,10,191,446,90
36,5,45,10,588,806,90
37,2,40,20,307,525,90
38,0,40,30,414,600,90
39,0,45,20,481,723,90
40,35,30,10,180,411,90
41,35,32,10,63,344,90
42,33,32,20,19,351,90
43,33,35,10,0,279,90
44,32,30,10,278,499,90
45,30,30,10,453,695,90
46,30,32,30,356,609,90
47,30,35,10,837,1136,90
48,28,30,10,539,793,90
49,28,35,10,867,1135,90
50,26,32,10,719,984,90
51,25,30,10,635,883,90
52,25,35,10,825,1065,90
53,44,5,20,194,442,90
54,42,10,40,78,365,90
55,42,15,10,35,287,90
56,40,5,30,308,515,90
57,40,15,40,0,246,90
58,38,5,30,376,631,90
59,38,15,10,521,877,90
60,35,5,20,463,730,90
61,50,30,10,412,734,90
62,50,35,20,181,403,90
63,50,40,50,100,294,90
64,48,30,10,539,791,90
65,48,40,10,12,228,90
66,47,35,10,754,955,90
67,47,40,10,0,280,90
68,45,30,10,669,847,90
69,45,35,10,836,1056,90
70,95,30,30,284,572,90
71,95,35,20,194,472,90
72,53,30,10,367,593,90
73,92,30,10,370,672,90
74,53,35,50,263,507,90
75,45,65,20,847,1139,90
76,90,35,10,119,357,90
77,88,30,10,469,761,90
78,88,35,20,50,308,90
79,87,30,10,573,839,90
80,85,25,10,695,910,90
81,85,35,30,0,369,90
82,75,55,20,293,501,90
83,72,55,10,154,454,90
84,70,58,20,362,628,90
85,68,60,30,471,705,90
86,66,55,10,76,340,90
87,65,55,20,25,265,90
88,65,60,30,551,810,90
89,63,58,10,641,908,90
90,60,55,10,0,281,90
91,60,60,10,757,980,90
92,67,85,20,258,569,90
93,65,85,40,409,601,90
94,65,82,10,210,428,90
95,62,80,30,130,319,90
96,60,80,10,37,297,90
97,60,85,30,470,730,90
98,58,75,20,0,261,90
99,55,80,10,628,952,90
100,55,85,20,530,860,90
