cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,41,49,10,4,243,10
2,35,17,7,2,223,10
3,55,45,13,2,202,10
4,55,20,19,141,189,10
5,15,30,26,0,224,10
6,25,30,3,91,133,10
7,20,50,5,4,207,10
8,10,43,9,88,136,10
9,55,60,16,88,141,10
10,30,60,16,114,156,10
11,20,65,12,59,102,10
12,50,35,19,5,215,10
13,30,25,23,152,204,10
14,15,10,20,2,201,10
15,30,5,8,52,94,10
16,10,20,19,1,211,10
17,5,30,2,150,202,10
18,20,40,12,3,240,10
19,15,60,17,4,217,10
20,45,65,9,3,219,10
21,45,20,11,0,205,10
22,45,10,18,88,133,10
23,55,5,29,61,102,10
24,65,35,3,0,206,10
25,65,20,6,156,206,10
26,45,30,17,0,212,10
27,35,40,16,22,57,10
28,41,37,16,4,237,10
29,64,42,9,2,205,10
30,40,60,21,51,96,10
31,31,52,27,0,213,10
32,35,69,23,1,203,10
33,53,52,11,30,68,10
34,65,55,14,2,193,10
35,63,65,8,134,175,10
36,2,60,5,43,88,10
37,20,20,8,0,207,10
38,5,5,16,76,121,10
39,60,12,31,40,74,10
40,40,25,9,77,109,10
41,42,7,5,88,131,10
42,24,12,5,26,65,10
43,23,3,7,0,196,10
44,11,14,18,61,101,10
45,6,38,16,29,62,10
46,2,48,1,0,201,10
47,8,56,27,0,199,10
48,13,52,36,1,223,10
49,6,68,30,103,153,10
50,47,47,13,0,211,10
51,49,58,10,2,227,10
52,27,43,9,0,213,10
53,37,31,14,80,117,10
54,57,29,18,4,222,10
55,63,23,2,122,173,10
56,53,12,6,120,168,10
57,32,12,7,2,215,10
58,36,26,18,184,235,10
59,21,24,28,0,210,10
60,17,34,3,1,227,10
61,12,24,13,0,217,10
62,24,58,19,50,90,10
63,27,69,10,2,199,10
64,15,77,9,67,112,10
65,62,77,20,55,97,10
66,49,73,25,121,175,10
67,67,5,25,73,117,10
68,56,39,36,134,175,10
69,37,47,6,27,72,10
70,37,56,5,169,217,10
71,57,68,15,3,202,10
72,47,16,25,0,217,10
73,44,17,9,0,220,10
74,46,13,8,139,188,10
75,49,11,18,0,209,10
76,49,42,13,48,95,10
77,53,43,14,170,218,10
78,61,52,3,88,124,10
79,57,48,23,83,118,10
80,56,37,6,169,216,10
81,55,54,26,5,210,10
82,15,47,16,1,229,10
83,14,37,11,0,200,10
84,11,31,7,91,143,10
85,16,22,41,1,220,10
86,4,18,35,0,203,10
87,28,18,26,85,129,10
88,26,52,9,69,105,10
89,26,35,15,3,250,10
90,31,67,3,1,203,10
91,15,19,1,0,203,10
92,22,22,2,0,56,10
93,18,24,22,169,225,10
94,26,27,27,0,235,10
95,25,24,20,0,232,10
96,22,27,11,2,232,10
97,25,21,12,2,229,10
98,19,21,10,0,223,10
99,20,26,9,57,114,10
100,18,18,17,165,221,10
