cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,25,85,20,71,225,10
2,22,75,30,0,163,10
3,22,85,10,65,218,10
4,20,80,40,151,194,10
5,20,85,20,40,174,10
6,18,75,20,98,156,10
7,15,75,20,38,173,10
8,15,80,10,90,141,10
9,10,35,20,104,123,10
10,10,40,30,123,156,10
11,8,40,40,69,88,10
12,8,45,20,33,161,10
13,5,35,10,154,177,10
14,5,45,10,25,125,10
15,2,40,20,68,86,10
16,0,40,20,59,122,10
17,0,45,20,150,199,10
18,44,5,20,79,134,10
19,42,10,40,39,123,10
20,42,15,10,111,177,10
21,40,5,10,45,198,10
22,40,15,40,97,133,10
23,38,5,30,75,95,10
24,38,15,10,130,230,10
25,35,5,20,171,214,10
26,95,30,30,58,188,10
27,95,35,20,60,106,10
28,92,30,10,55,137,10
29,90,35,10,52,125,10
30,88,30,10,78,119,10
31,88,35,20,0,183,10
32,87,30,10,116,192,10
33,85,25,10,0,104,10
34,85,35,30,63,200,10
35,67,85,20,139,196,10
36,65,85,40,45,95,10
37,65,82,10,71,214,10
38,62,80,30,86,117,10
39,60,80,10,0,88,10
40,60,85,30,88,135,10
41,58,75,20,98,143,10
42,55,80,10,0,78,10
43,55,85,20,117,195,10
44,55,82,10,76,104,10
45,20,82,10,38,86,10
46,18,80,10,98,190,10
47,2,45,10,38,117,10
48,42,5,10,64,217,10
49,42,12,10,110,143,10
50,72,35,30,71,209,10
51,55,20,19,70,150,10
52,25,30,3,25,163,10
53,20,50,5,85,116,10
54,55,60,16,129,205,10
55,30,60,16,147,190,10
56,50,35,19,131,175,10
57,30,25,23,82,161,10
58,15,10,20,175,202,10
59,10,20,19,43,176,10
60,15,60,17,134,213,10
61,45,65,9,55,125,10
62,65,35,3,62,88,10
63,65,20,6,0,124,10
64,45,30,17,49,95,10
65,35,40,16,0,47,10
66,41,37,16,115,175,10
67,64,42,9,80,107,10
68,40,60,21,144,203,10
69,31,52,27,41,63,10
70,35,69,23,182,247,10
71,65,55,14,52,120,10
72,63,65,8,0,158,10
73,2,60,5,67,129,10
74,20,20,8,154,187,10
75,5,5,16,57,188,10
76,60,12,31,80,124,10
77,23,3,7,162,196,10
78,8,56,27,85,127,10
79,6,68,30,103,132,10
80,47,47,13,199,249,10
81,49,58,10,76,137,10
82,27,43,9,16,141,10
83,37,31,14,0,142,10
84,57,29,18,108,139,10
85,63,23,2,44,189,10
86,21,24,28,79,147,10
87,12,24,13,92,122,10
88,24,58,19,62,102,10
89,67,5,25,109,210,10
90,37,47,6,69,129,10
91,49,42,13,106,253,10
92,53,43,14,0,31,10
93,61,52,3,175,237,10
94,57,48,23,51,197,10
95,56,37,6,22,148,10
96,55,54,26,87,232,10
97,4,18,35,113,172,10
98,26,52,9,0,136,10
99,26,35,15,79,114,10
100,31,67,3,205,249,10
