cust_no,xcoord,ycoord,demand,ready_time,due_date,service_time
1,45,68,10,890,998,90
2,45,70,30,817,888,90
3,42,66,10,55,158,90
4,42,68,10,703,813,90
5,42,65,10,0,62,90
6,40,69,20,559,771,90
7,40,66,20,172,225,90
8,38,68,20,251,333,90
9,38,70,10,489,656,90
10,35,66,10,362,411,90
11,35,69,10,450,508,90
12,25,85,20,647,739,90
13,22,75,30,0,108,90
14,22,85,10,571,629,90
15,20,80,40,392,434,90
16,20,85,40,478,538,90
17,18,75,20,105,155,90
18,15,75,20,172,274,90
19,15,80,10,274,362,90
20,30,50,10,0,77,90
21,30,52,20,918,963,90
22,28,52,20,806,891,90
23,28,55,10,739,772,90
24,25,50,10,55,154,90
25,25,52,40,172,221,90
26,25,55,10,612,713,90
27,23,52,10,264,313,90
28,23,55,20,553,588,90
29,20,50,10,366,400,90
30,20,55,10,452,503,90
31,10,35,20,205,243,90
32,10,40,30,0,198,90
33,8,40,40,42,212,90
34,8,45,20,715,865,90
35,5,35,10,251,386,90
36,5,45,10,648,746,90
37,2,40,20,367,465,90
38,0,40,30,474,540,90
39,0,45,20,541,663,90
40,35,30,10,240,351,90
41,35,32,10,123,284,90
42,33,32,20,19,231,90
43,33,35,10,0,159,90
44,32,30,10,338,439,90
45,30,30,10,513,635,90
46,30,32,30,416,549,90
47,30,35,10,872,1136,90
48,28,30,10,599,733,90
49,28,35,10,917,1135,90
50,26,32,10,779,924,90
51,25,30,10,695,823,90
52,25,35,10,857,1033,90
53,44,5,20,222,414,90
54,42,10,40,96,347,90
55,42,15,10,35,233,90
56,40,5,30,347,476,90
57,40,15,40,0,172,90
58,38,5,30,403,604,90
59,38,15,10,523,875,90
60,35,5,20,487,706,90
61,50,30,10,422,724,90
62,50,35,20,217,367,90
63,50,40,50,142,252,90
64,48,30,10,567,763,90
65,48,40,10,34,176,90
66,47,35,10,795,914,90
67,47,40,10,0,231,90
68,45,30,10,716,800,90
69,45,35,10,873,1019,90
70,95,30,30,266,590,90
71,95,35,20,181,485,90
72,53,30,10,402,558,90
73,92,30,10,345,697,90
74,53,35,50,294,476,90
75,45,65,20,951,1123,90
76,90,35,10,153,323,90
77,88,30,10,450,780,90
78,88,35,20,50,250,90
79,87,30,10,567,845,90
80,85,25,10,714,891,90
81,85,35,30,0,344,90
82,75,55,20,311,483,90
83,72,55,10,127,481,90
84,70,58,20,351,639,90
85,68,60,30,477,699,90
86,66,55,10,67,349,90
87,65,55,20,25,261,90
88,65,60,30,546,815,90
89,63,58,10,631,918,90
90,60,55,10,0,298,90
91,60,60,10,770,967,90
92,67,85,20,230,597,90
93,65,85,40,442,568,90
94,65,82,10,228,410,90
95,62,80,30,163,286,90
96,60,80,10,37,305,90
97,60,85,30,469,731,90
98,58,75,20,0,240,90
99,55,80,10,595,985,90
100,55,85,20,493,897,90
