Route_ID,Num_Customers,Travel_Distance,Max_Capacity_Used,Customer_Sequence
1,13,285.81,200.0,"[152, 167, 61, 198, 111, 91, 51, 145, 116, 44, 95, 83, 148]"
2,10,108.79,198.0,"[142, 24, 183, 18, 7, 179, 15, 156, 131, 48]"
3,8,109.9,199.0,"[4, 92, 195, 41, 129, 194, 166, 82]"
4,14,211.4,200.0,"[42, 197, 181, 122, 77, 35, 164, 104, 25, 10, 170, 19, 193, 120]"
5,10,111.08,191.0,"[72, 169, 161, 119, 98, 16, 40, 147, 158, 154]"
6,13,223.63,196.0,"[134, 58, 69, 105, 118, 137, 123, 75, 13, 8, 60, 1, 97]"
7,12,172.76,198.0,"[150, 28, 6, 14, 79, 96, 185, 141, 2, 76, 34, 175]"
8,10,130.51,200.0,"[172, 138, 46, 159, 5, 62, 26, 20, 186, 135]"
9,11,100.84,200.0,"[89, 100, 37, 21, 139, 143, 59, 12, 9, 66, 67]"
10,12,188.46,199.0,"[29, 188, 177, 65, 128, 168, 99, 94, 151, 112, 50, 157]"
11,9,136.71,190.0,"[84, 199, 127, 176, 113, 191, 88, 87, 30]"
12,11,193.07,193.0,"[140, 54, 155, 121, 115, 144, 11, 71, 17, 174, 64]"
13,12,152.51,200.0,"[173, 165, 85, 45, 56, 108, 38, 32, 23, 117, 114, 86]"
14,9,179.5,199.0,"[182, 57, 133, 22, 106, 70, 55, 81, 107]"
15,10,167.44,199.0,"[153, 49, 47, 200, 103, 90, 68, 110, 178, 36]"
16,11,216.59,196.0,"[31, 52, 74, 101, 53, 192, 160, 109, 189, 125, 33]"
17,13,176.85,200.0,"[163, 187, 130, 171, 132, 78, 162, 63, 149, 73, 146, 93, 39]"
18,12,141.07,200.0,"[136, 3, 180, 43, 124, 102, 196, 184, 190, 80, 27, 126]"
