Route_ID,Num_Customers,Travel_Distance,Max_Capacity_Used,Customer_Sequence
1,9,90.87753,154.0,"[59, 5, 61, 16, 85, 84, 17, 60, 89]"
2,8,81.97669,93.0,"[21, 73, 75, 22, 41, 56, 74, 58]"
3,7,55.48489,82.0,"[95, 92, 98, 99, 94, 6, 96]"
4,6,126.36158,116.0,"[47, 36, 19, 49, 46, 48]"
5,6,70.46626,75.0,"[27, 69, 76, 40, 53, 26]"
6,7,124.85738,106.0,"[33, 65, 71, 9, 66, 20, 1]"
7,9,104.47286,138.0,"[28, 12, 29, 79, 3, 50, 68, 24, 80]"
8,7,125.14567,78.0,"[63, 64, 11, 90, 10, 32, 70]"
9,8,106.35563,95.0,"[2, 15, 57, 87, 43, 100, 91, 93]"
10,8,103.0335,137.0,"[42, 14, 44, 38, 86, 37, 97, 13]"
11,8,136.3609,155.0,"[72, 39, 23, 67, 55, 54, 4, 25]"
12,8,111.32285,123.0,"[31, 30, 51, 81, 78, 34, 35, 77]"
13,5,79.92167,64.0,"[45, 83, 82, 8, 18]"
14,4,60.47305,42.0,"[52, 62, 88, 7]"
