Route_ID,Num_Customers,Travel_Distance,Max_Capacity_Used,Customer_Sequence
1,7,112.98176,90.0,"[62, 88, 8, 46, 17, 93, 59]"
2,9,77.26561,151.0,"[92, 37, 98, 85, 16, 86, 91, 97, 13]"
3,6,66.34596,107.0,"[27, 69, 76, 79, 3, 68]"
4,6,90.21196,73.0,"[73, 22, 54, 24, 80, 12]"
5,7,101.49904,125.0,"[52, 7, 11, 19, 49, 48, 82]"
6,7,78.11048,91.0,"[83, 45, 61, 84, 5, 60, 89]"
7,5,100.8162,65.0,"[63, 64, 90, 10, 31]"
8,7,110.4368,106.0,"[50, 33, 30, 51, 9, 66, 1]"
9,7,125.09697,129.0,"[39, 23, 67, 55, 4, 25, 26]"
10,6,99.36388,64.0,"[28, 29, 78, 34, 35, 77]"
11,4,49.53758,58.0,"[87, 57, 2, 58]"
12,8,91.79871,86.0,"[42, 15, 41, 75, 56, 74, 72, 21]"
13,4,35.8611,50.0,"[94, 96, 99, 6]"
14,6,106.49687,98.0,"[14, 44, 38, 43, 100, 95]"
15,2,22.36066,23.0,"[40, 53]"
16,6,134.25205,98.0,"[65, 71, 81, 20, 32, 70]"
17,3,84.42296,44.0,"[36, 47, 18]"
