Route_ID,Num_Customers,Travel_Distance,Max_Capacity_Used,Customer_Sequence
1,10,71.81815,148.0,"[92, 98, 37, 59, 99, 97, 87, 6, 94, 13]"
2,11,104.01922,160.0,"[83, 18, 45, 8, 84, 61, 91, 100, 85, 93, 96]"
3,8,129.42182,125.0,"[27, 69, 30, 65, 66, 71, 35, 34]"
4,11,113.54855,142.0,"[52, 31, 88, 62, 11, 63, 10, 90, 32, 20, 70]"
5,9,98.86048,138.0,"[28, 50, 76, 53, 40, 4, 54, 12, 26]"
6,11,115.67148,179.0,"[95, 42, 14, 44, 38, 86, 16, 17, 5, 60, 89]"
7,11,103.83886,120.0,"[2, 57, 15, 43, 41, 22, 74, 56, 72, 21, 58]"
8,11,112.72821,171.0,"[1, 51, 81, 33, 79, 9, 78, 29, 68, 3, 77]"
9,9,118.64148,129.0,"[73, 75, 23, 67, 39, 55, 25, 24, 80]"
10,9,128.1778,146.0,"[7, 19, 64, 49, 36, 46, 47, 48, 82]"
