Route_ID,Num_Customers,Travel_Distance,Max_Capacity_Used,Customer_Sequence
1,12,189.31,195.0,"[140, 54, 121, 155, 115, 144, 11, 71, 105, 69, 191, 174]"
2,12,152.54,199.0,"[142, 48, 180, 43, 124, 90, 103, 200, 39, 47, 14, 153]"
3,11,201.54,200.0,"[169, 126, 198, 61, 70, 106, 22, 41, 195, 158, 154]"
4,8,121.82,191.0,"[4, 92, 194, 129, 55, 81, 107, 166]"
5,10,93.59,200.0,"[182, 57, 133, 147, 40, 16, 98, 119, 161, 72]"
6,10,130.94,200.0,"[97, 84, 199, 127, 176, 113, 58, 134, 17, 30]"
7,11,130.97,199.0,"[96, 172, 138, 46, 159, 26, 20, 186, 135, 120, 162]"
8,12,100.07,199.0,"[100, 89, 66, 9, 12, 59, 143, 188, 29, 139, 21, 82]"
9,15,227.72,198.0,"[77, 35, 164, 104, 25, 10, 193, 19, 170, 146, 93, 73, 149, 63, 79]"
10,12,234.91,200.0,"[87, 88, 118, 137, 123, 75, 13, 8, 60, 1, 76, 34]"
11,12,184.34,197.0,"[33, 177, 65, 168, 99, 94, 151, 160, 112, 50, 157, 173]"
12,10,175.91,195.0,"[42, 197, 5, 62, 122, 181, 141, 185, 2, 175]"
13,11,220.12,198.0,"[31, 52, 74, 101, 53, 192, 109, 189, 125, 128, 37]"
14,10,189.32,199.0,"[152, 167, 27, 91, 111, 145, 51, 190, 196, 102]"
15,9,108.98,199.0,"[24, 156, 183, 18, 68, 7, 179, 15, 131]"
16,11,151.07,190.0,"[165, 85, 45, 56, 108, 38, 32, 23, 117, 114, 86]"
17,12,168.54,199.0,"[136, 3, 36, 178, 110, 44, 83, 95, 116, 148, 80, 184]"
18,12,83.4,200.0,"[150, 187, 163, 28, 6, 49, 132, 78, 171, 130, 64, 67]"
