Route_ID,Num_Customers,Travel_Distance,Max_Capacity_Used,Customer_Sequence
1,12,219.34,200.0,"[106, 65, 94, 12, 82, 47, 58, 127, 77, 95, 23, 22]"
2,14,192.59,200.0,"[132, 67, 25, 61, 117, 160, 49, 180, 195, 27, 133, 64, 182, 75]"
3,8,118.11,198.0,"[46, 54, 125, 89, 29, 96, 110, 37]"
4,10,107.72,200.0,"[73, 59, 32, 38, 84, 90, 138, 52, 45, 97]"
5,12,141.86,200.0,"[155, 14, 79, 158, 44, 68, 116, 36, 137, 150, 55, 7]"
6,11,183.75,197.0,"[107, 147, 135, 199, 93, 109, 28, 80, 91, 41, 157]"
7,10,210.3,200.0,"[63, 5, 3, 130, 11, 86, 131, 66, 50, 172]"
8,11,158.58,197.0,"[69, 143, 21, 26, 126, 51, 156, 176, 120, 18, 197]"
9,12,152.19,198.0,"[145, 112, 99, 88, 183, 34, 194, 62, 118, 152, 111, 60]"
10,8,55.08,163.0,"[140, 24, 105, 87, 154, 81, 149, 119]"
11,13,215.91,189.0,"[4, 70, 186, 71, 179, 144, 191, 85, 43, 129, 151, 141, 164]"
12,9,183.96,196.0,"[103, 124, 185, 92, 48, 161, 76, 200, 192]"
13,17,235.43,191.0,"[196, 30, 128, 142, 98, 20, 163, 102, 6, 189, 177, 178, 19, 198, 114, 74, 174]"
14,10,224.1,193.0,"[122, 16, 115, 162, 171, 2, 17, 40, 121, 35]"
15,10,201.49,199.0,"[148, 123, 168, 139, 78, 187, 170, 8, 42, 53]"
16,13,178.82,195.0,"[188, 15, 184, 166, 33, 193, 153, 190, 167, 72, 56, 175, 9]"
17,11,159.94,199.0,"[108, 39, 57, 10, 173, 136, 100, 159, 104, 13, 83]"
18,9,119.76,198.0,"[134, 1, 165, 31, 113, 169, 146, 181, 101]"
