Route_ID,Num_Customers,Travel_Distance,Max_Capacity_Used,Customer_Sequence
1,12,113.14,195.0,"[100, 89, 59, 143, 173, 188, 29, 139, 21, 166, 82, 154]"
2,9,201.73,199.0,"[24, 184, 190, 27, 51, 111, 145, 91, 126]"
3,11,238.08,200.0,"[4, 92, 169, 152, 167, 61, 198, 22, 106, 70, 158]"
4,9,171.39,199.0,"[54, 155, 121, 115, 11, 17, 30, 64, 67]"
5,10,211.83,200.0,"[37, 177, 128, 99, 53, 101, 192, 50, 33, 66]"
6,12,139.84,195.0,"[28, 42, 197, 62, 26, 159, 20, 46, 138, 186, 135, 120]"
7,10,93.59,200.0,"[182, 57, 133, 147, 40, 16, 98, 119, 161, 72]"
8,11,200.85,197.0,"[195, 31, 23, 117, 38, 32, 74, 52, 55, 81, 107]"
9,12,193.23,200.0,"[172, 5, 181, 35, 164, 104, 25, 10, 77, 141, 185, 175]"
10,12,193.8,200.0,"[9, 12, 65, 168, 94, 151, 160, 112, 109, 189, 125, 157]"
11,11,101.52,192.0,"[142, 48, 131, 156, 102, 124, 43, 180, 3, 136, 150]"
12,13,241.12,199.0,"[153, 49, 47, 200, 103, 90, 44, 95, 116, 80, 148, 83, 36]"
13,13,174.41,199.0,"[84, 199, 127, 118, 105, 69, 176, 113, 134, 58, 191, 87, 174]"
14,10,158.56,200.0,"[165, 85, 45, 56, 108, 114, 86, 129, 41, 194]"
15,11,281.66,188.0,"[140, 88, 71, 144, 137, 123, 13, 8, 1, 60, 75]"
16,10,144.27,199.0,"[196, 15, 179, 7, 68, 18, 183, 110, 178, 39]"
17,12,289.85,198.0,"[163, 6, 162, 63, 149, 170, 122, 73, 93, 193, 19, 146]"
18,12,179.77,198.0,"[14, 132, 171, 130, 187, 78, 79, 96, 2, 76, 34, 97]"
