Route_ID,Num_Customers,Travel_Distance,Max_Capacity_Used,Customer_Sequence
1,10,115.83682,149.0,"[50, 33, 29, 79, 81, 78, 68, 24, 80, 12]"
2,7,61.63764,97.0,"[96, 85, 91, 16, 61, 99, 6]"
3,8,114.96642,121.0,"[62, 88, 30, 20, 66, 32, 70, 1]"
4,10,86.99858,122.0,"[28, 26, 73, 41, 22, 75, 56, 74, 2, 58]"
5,9,126.93729,146.0,"[48, 47, 36, 19, 49, 46, 82, 7, 52]"
6,9,75.87546,130.0,"[94, 92, 42, 15, 57, 87, 97, 95, 13]"
7,8,135.65664,110.0,"[65, 71, 51, 9, 35, 34, 3, 77]"
8,10,129.21162,181.0,"[59, 37, 14, 44, 38, 86, 43, 100, 98, 93]"
9,9,136.38858,166.0,"[21, 72, 39, 23, 67, 55, 54, 4, 25]"
10,9,106.6967,101.0,"[5, 45, 83, 18, 8, 84, 17, 60, 89]"
11,5,55.69581,58.0,"[27, 69, 76, 40, 53]"
12,6,106.12857,77.0,"[63, 64, 11, 90, 10, 31]"
