Route_ID,Num_Customers,Travel_Distance,Max_Capacity_Used,Customer_Sequence
1,10,220.93,197.0,"[63, 44, 117, 3, 5, 133, 195, 109, 182, 9]"
2,11,198.62,198.0,"[4, 188, 15, 54, 89, 125, 164, 141, 43, 191, 110]"
3,14,263.71,199.0,"[46, 106, 85, 94, 12, 19, 114, 39, 37, 29, 65, 96, 174, 108]"
4,11,173.22,195.0,"[155, 7, 55, 67, 14, 176, 69, 165, 124, 134, 103]"
5,13,294.22,192.0,"[157, 41, 150, 36, 68, 137, 80, 175, 56, 33, 167, 70, 107]"
6,12,248.79,198.0,"[196, 152, 34, 98, 62, 194, 142, 159, 177, 102, 10, 52]"
7,13,239.29,200.0,"[140, 13, 20, 163, 136, 6, 189, 23, 22, 47, 82, 74, 97]"
8,9,234.42,188.0,"[81, 161, 115, 16, 8, 122, 53, 192, 42]"
9,12,305.2,194.0,"[72, 184, 153, 71, 166, 193, 151, 129, 144, 186, 179, 190]"
10,10,215.89,192.0,"[1, 168, 139, 187, 162, 171, 170, 78, 148, 119]"
11,10,209.37,200.0,"[57, 173, 104, 100, 95, 178, 58, 127, 77, 198]"
12,11,194.61,199.0,"[149, 87, 92, 48, 146, 121, 118, 183, 88, 111, 105]"
13,13,330.98,196.0,"[147, 199, 93, 135, 64, 25, 79, 116, 11, 49, 27, 61, 75]"
14,9,181.02,193.0,"[120, 51, 26, 123, 21, 126, 156, 172, 197]"
15,10,240.87,190.0,"[112, 30, 2, 76, 17, 200, 40, 128, 59, 24]"
16,11,260.49,196.0,"[18, 158, 50, 86, 131, 66, 130, 160, 180, 28, 91]"
17,12,154.92,192.0,"[73, 145, 35, 60, 99, 38, 84, 32, 90, 138, 83, 45]"
18,9,141.31,194.0,"[132, 143, 113, 31, 185, 169, 181, 101, 154]"
